   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.5105078 0.43080681 0.025872590    0.41   0.17      0.42
2  0.7824609 0.49078471 0.124372186    0.11   0.34      0.55
3  0.7061719 0.24711138 0.116455809    0.16   0.39      0.45
4  0.6700781 0.50877574 0.068786959    0.23   0.26      0.51
5  0.7836719 0.24472646 0.138876676    0.12   0.32      0.56
6  0.7096875 0.22521313 0.097028053    0.16   0.28      0.56
7  0.4726953 0.41200329 0.013538591    0.49   0.08      0.43
8  0.7047266 0.27192882 0.108130899    0.16   0.37      0.47
9  0.3383984 0.20645370 0.023391610    0.56   0.20      0.24
10 0.7691406 0.10427579 0.158607760    0.11   0.36      0.53
11 0.7415625 0.59565426 0.048282847    0.22   0.15      0.63
12 0.7237891 0.35530408 0.089296586    0.15   0.37      0.48
13 0.6389063 0.09054505 0.111051535    0.20   0.38      0.42
14 0.4759766 0.26684346 0.034283416    0.45   0.20      0.35
15 0.5242578 0.12370960 0.067067377    0.29   0.38      0.33
16 0.6429297 0.53655869 0.048735889    0.27   0.18      0.55
17 0.8174609 0.43840330 0.123353625    0.13   0.26      0.61
18 0.7606250 0.45787112 0.102156460    0.14   0.29      0.57
19 0.5503906 0.16031455 0.079007006    0.30   0.35      0.35
20 0.6322266 0.24573368 0.073801022    0.24   0.31      0.45
21 0.7418750 0.28427527 0.125181861    0.13   0.38      0.49
22 0.5742578 0.44566563 0.039611428    0.33   0.22      0.45
23 0.5191406 0.37785037 0.054080616    0.33   0.32      0.35
24 0.5768359 0.27019617 0.039107708    0.31   0.26      0.43
25 0.3521875 0.35756922 0.001893696    0.66   0.00      0.34
26 0.6686328 0.36955230 0.090297725    0.16   0.36      0.48
27 0.5656641 0.50614769 0.008874706    0.37   0.09      0.54
28 0.6664453 0.50559913 0.037781284    0.25   0.17      0.58
29 0.7301953 0.55686243 0.072429189    0.17   0.25      0.58
30 0.6155078 0.32747586 0.073826415    0.26   0.30      0.44
31 0.6946875 0.54762819 0.049073884    0.20   0.20      0.60
32 0.6524219 0.45651100 0.067034607    0.23   0.29      0.48
33 0.3889844 0.40357828 0.008439493    0.55   0.10      0.35
34 0.5172656 0.32081804 0.037925313    0.41   0.22      0.37
35 0.6776172 0.35387455 0.081816881    0.20   0.26      0.54
36 0.7194141 0.41028813 0.103158279    0.13   0.33      0.54
37 0.4884375 0.28601827 0.045322337    0.35   0.34      0.31
38 0.5776172 0.42963926 0.033534743    0.32   0.18      0.50
39 0.6401953 0.47085648 0.063157686    0.26   0.25      0.49
40 0.6075000 0.47284123 0.036316337    0.28   0.19      0.53
41 0.5944531 0.53572804 0.013446360    0.35   0.09      0.56
42 0.7798828 0.40135358 0.085603531    0.14   0.22      0.64
43 0.7385938 0.52072654 0.079778499    0.19   0.22      0.59
44 0.4260547 0.44374235 0.004369960    0.56   0.04      0.40
45 0.7235547 0.32301751 0.090368001    0.14   0.35      0.51
46 0.6915625 0.35843560 0.086168570    0.17   0.30      0.53
47 0.6203906 0.28437161 0.078692872    0.19   0.39      0.42
48 0.6611719 0.43024894 0.074433022    0.26   0.26      0.48
49 0.6792187 0.29634740 0.106030532    0.18   0.39      0.43
50 0.7508594 0.34045270 0.103430764    0.12   0.37      0.51
