   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.5307812 0.18073448 0.068084027    0.31   0.35      0.34
2  0.3164453 0.24457459 0.004189643    0.65   0.06      0.29
3  0.4595313 0.35754038 0.015781320    0.45   0.15      0.40
4  0.4965234 0.48717270 0.014988047    0.40   0.16      0.44
5  0.6897266 0.49322060 0.050825350    0.26   0.15      0.59
6  0.6805469 0.39357840 0.076512945    0.19   0.29      0.52
7  0.4390234 0.37976509 0.025171940    0.50   0.16      0.34
8  0.6368359 0.32627403 0.076774899    0.20   0.37      0.43
9  0.6615234 0.08647793 0.118372578    0.21   0.32      0.47
10 0.7348828 0.65739961 0.066851286    0.18   0.24      0.58
11 0.6915234 0.32092958 0.090217847    0.12   0.35      0.53
12 0.3671094 0.36949008 0.009736640    0.56   0.13      0.31
13 0.6172656 0.67455092 0.008115009    0.32   0.10      0.58
14 0.7442188 0.26057733 0.115129036    0.13   0.35      0.52
15 0.8197266 0.37666582 0.133795093    0.12   0.28      0.60
16 0.7177344 0.53406739 0.038344609    0.21   0.18      0.61
17 0.7318359 0.23858732 0.112263466    0.15   0.31      0.54
18 0.5520703 0.41082726 0.019352743    0.37   0.15      0.48
19 0.6759375 0.57453486 0.037303166    0.26   0.15      0.59
20 0.3272656 0.29537435 0.011782236    0.62   0.10      0.28
21 0.6058203 0.18498579 0.087763834    0.19   0.39      0.42
22 0.6846484 0.24174795 0.098143912    0.19   0.36      0.45
23 0.4603125 0.20672112 0.041684974    0.38   0.33      0.29
24 0.6532422 0.40445254 0.061082877    0.27   0.31      0.42
25 0.4617188 0.23362906 0.041147738    0.41   0.26      0.33
26 0.6391016 0.31471287 0.079808844    0.27   0.29      0.44
27 0.5480469 0.28302751 0.066390267    0.34   0.30      0.36
28 0.6621484 0.57275046 0.032244349    0.27   0.15      0.58
29 0.6578906 0.42264670 0.064641870    0.27   0.20      0.53
30 0.5787109 0.30441676 0.067014661    0.29   0.30      0.41
31 0.5262891 0.24767100 0.055810793    0.31   0.33      0.36
32 0.7202344 0.20699295 0.118107095    0.18   0.38      0.44
33 0.6383203 0.53043585 0.025887321    0.31   0.12      0.57
34 0.7305859 0.21430233 0.119512506    0.14   0.39      0.47
35 0.4872656 0.48759564 0.009545548    0.42   0.14      0.44
36 0.6620312 0.47735935 0.050142641    0.29   0.17      0.54
37 0.6367188 0.28613336 0.072129211    0.24   0.28      0.48
38 0.3941016 0.27271920 0.035728126    0.51   0.26      0.23
39 0.6969922 0.49166166 0.062409638    0.16   0.26      0.58
40 0.4518359 0.26906691 0.028118262    0.47   0.18      0.35
41 0.7050781 0.18312162 0.119730185    0.16   0.39      0.45
42 0.6117969 0.38115769 0.059239334    0.25   0.37      0.38
43 0.6398438 0.42202631 0.061866024    0.24   0.30      0.46
44 0.4957031 0.44922528 0.001108142    0.48   0.03      0.49
45 0.3958984 0.39902829 0.001191295    0.58   0.03      0.39
46 0.8128125 0.17771785 0.164635203    0.09   0.33      0.58
47 0.7317578 0.63841255 0.060556681    0.27   0.12      0.61
48 0.7138672 0.29766199 0.110224106    0.21   0.33      0.46
49 0.6867578 0.45569709 0.051819874    0.25   0.19      0.56
50 0.3303516 0.26773311 0.003015624    0.61   0.08      0.31
