   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.4353516 0.2497433 0.04128274    0.47   0.21      0.32
2  0.5611719 0.4785907 0.03326692    0.36   0.16      0.48
3  0.5776953 0.5370085 0.02037950    0.29   0.19      0.52
4  0.5668359 0.2410029 0.06848384    0.33   0.28      0.39
5  0.5324609 0.3783306 0.03366435    0.41   0.17      0.42
6  0.6288281 0.5056246 0.03747785    0.31   0.16      0.53
7  0.5847656 0.4997828 0.05746089    0.33   0.25      0.42
8  0.5001562 0.3344393 0.02682111    0.39   0.23      0.38
9  0.5769141 0.4734244 0.03233389    0.36   0.16      0.48
10 0.5984375 0.5069474 0.04110740    0.37   0.14      0.49
