   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5818359 0.4825074 0.04446968    0.28   0.25      0.47
2  0.5794141 0.4707791 0.03119516    0.37   0.15      0.48
3  0.5571484 0.4169388 0.03701617    0.35   0.24      0.41
4  0.5156641 0.3981197 0.01611187    0.36   0.19      0.45
5  0.5850391 0.4175291 0.03040253    0.35   0.15      0.50
6  0.5959375 0.4374602 0.04128006    0.28   0.27      0.45
7  0.6484766 0.4122697 0.06600356    0.24   0.25      0.51
8  0.6033984 0.4355538 0.04214206    0.32   0.22      0.46
9  0.5416406 0.4964748 0.02839659    0.36   0.19      0.45
10 0.6126953 0.4425541 0.04382855    0.32   0.19      0.49
