   prop.aneu prob.meio   prob.mito euploid mosaic aneuploid
1  0.4512109 0.4079591 0.005352570    0.50   0.07      0.43
2  0.5573828 0.3394664 0.050079011    0.30   0.25      0.45
3  0.7313281 0.2198166 0.123610015    0.08   0.37      0.55
4  0.8160547 0.2302915 0.180903538    0.08   0.36      0.56
5  0.5801563 0.2974947 0.064147132    0.25   0.36      0.39
6  0.7343359 0.4663817 0.080680782    0.17   0.26      0.57
7  0.6542578 0.3248933 0.086889805    0.20   0.36      0.44
8  0.4803516 0.4481262 0.005581287    0.50   0.05      0.45
9  0.5797656 0.5200960 0.005620203    0.40   0.03      0.57
10 0.5841406 0.4155166 0.031350474    0.36   0.14      0.50
11 0.7244141 0.4922853 0.059938715    0.16   0.24      0.60
12 0.6848828 0.4529814 0.076296219    0.18   0.29      0.53
13 0.6415234 0.6294531 0.016113098    0.33   0.08      0.59
14 0.3791406 0.3192414 0.016277840    0.53   0.17      0.30
15 0.6302344 0.5137613 0.038189905    0.31   0.14      0.55
16 0.7072656 0.6461773 0.044350196    0.18   0.19      0.63
17 0.5603906 0.1742892 0.071388640    0.30   0.34      0.36
18 0.4798047 0.4972546 0.005577983    0.47   0.07      0.46
19 0.6751953 0.5605554 0.033378050    0.26   0.14      0.60
20 0.7357422 0.4347295 0.076565473    0.20   0.18      0.62
21 0.5359766 0.5042817 0.010487197    0.40   0.09      0.51
22 0.5025391 0.1446273 0.062936915    0.30   0.39      0.31
23 0.3795703 0.3123658 0.012532854    0.53   0.13      0.34
24 0.7996484 0.4641347 0.128353144    0.08   0.31      0.61
25 0.6577734 0.5704163 0.038432045    0.22   0.24      0.54
26 0.5603516 0.3382821 0.043355883    0.28   0.34      0.38
27 0.6787109 0.2431033 0.100955684    0.14   0.40      0.46
28 0.3226953 0.2428710 0.010941653    0.65   0.08      0.27
29 0.6017969 0.3607159 0.061805224    0.32   0.23      0.45
30 0.4743359 0.4669995 0.008061785    0.48   0.08      0.44
31 0.6416797 0.4719234 0.046126026    0.30   0.16      0.54
32 0.6060156 0.5369125 0.012960407    0.38   0.05      0.57
33 0.5362891 0.4167831 0.010989051    0.45   0.05      0.50
34 0.7585547 0.3276847 0.128126885    0.09   0.39      0.52
35 0.6863672 0.2697275 0.096866395    0.18   0.37      0.45
36 0.3523047 0.2144552 0.021335414    0.59   0.14      0.27
37 0.7873438 0.4734508 0.101232963    0.10   0.28      0.62
38 0.8118359 0.4349060 0.125178236    0.11   0.24      0.65
39 0.6614844 0.4522083 0.086403049    0.23   0.34      0.43
40 0.7425000 0.4645868 0.087146268    0.16   0.26      0.58
41 0.7333594 0.1505485 0.136360993    0.12   0.39      0.49
42 0.6976562 0.4687167 0.072516761    0.15   0.31      0.54
43 0.6994531 0.5724953 0.045567163    0.19   0.16      0.65
44 0.7340234 0.2258584 0.120588735    0.07   0.37      0.56
45 0.7757812 0.5079542 0.093874167    0.13   0.23      0.64
46 0.8510156 0.1339129 0.195045801    0.06   0.33      0.61
47 0.6912891 0.3251656 0.105134333    0.15   0.34      0.51
48 0.6705078 0.3616346 0.077538332    0.21   0.29      0.50
49 0.5012891 0.4128782 0.013244240    0.46   0.08      0.46
50 0.4409375 0.3120597 0.017293847    0.48   0.17      0.35
