   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.6159375 0.56624254 0.001686705    0.39   0.01      0.60
2  0.3406250 0.18976563 0.025299386    0.54   0.26      0.20
3  0.5583594 0.51624788 0.012436255    0.36   0.12      0.52
4  0.2812891 0.16906799 0.012700407    0.63   0.14      0.23
5  0.3742187 0.27292116 0.020066617    0.49   0.24      0.27
6  0.6508594 0.48348704 0.024152012    0.29   0.10      0.61
7  0.6297656 0.33098935 0.072199426    0.19   0.36      0.45
8  0.6323437 0.23109382 0.067743207    0.31   0.24      0.45
9  0.6311719 0.56883369 0.014474984    0.34   0.08      0.58
10 0.4313672 0.21709737 0.033629212    0.49   0.18      0.33
11 0.6239062 0.20616274 0.078833964    0.23   0.35      0.42
12 0.7209766 0.59252575 0.040768548    0.22   0.13      0.65
13 0.6389844 0.30955408 0.071371673    0.26   0.28      0.46
14 0.6246484 0.21292426 0.079876858    0.19   0.43      0.38
15 0.4197656 0.28956692 0.026076640    0.50   0.19      0.31
16 0.7255469 0.49717150 0.065707935    0.21   0.16      0.63
17 0.4928906 0.25910564 0.033844849    0.39   0.24      0.37
18 0.7169141 0.64046317 0.017935364    0.22   0.09      0.69
19 0.4951563 0.20859376 0.060206519    0.37   0.36      0.27
20 0.6780469 0.35228591 0.069413982    0.19   0.31      0.50
21 0.7958203 0.37673448 0.134069229    0.11   0.34      0.55
22 0.4439453 0.07364061 0.057820119    0.45   0.37      0.18
23 0.5278516 0.28771220 0.046206075    0.34   0.27      0.39
24 0.4744141 0.42266553 0.007977047    0.48   0.07      0.45
25 0.6561719 0.57678162 0.020162534    0.30   0.11      0.59
26 0.6791016 0.64060316 0.022361187    0.27   0.10      0.63
27 0.6508594 0.20431866 0.089119701    0.13   0.41      0.46
28 0.7758203 0.30494001 0.119376856    0.12   0.33      0.55
29 0.7540625 0.63771632 0.039328560    0.24   0.09      0.67
30 0.4883203 0.29677364 0.039348245    0.43   0.20      0.37
31 0.7126172 0.34333689 0.113539820    0.13   0.38      0.49
32 0.7766406 0.44238687 0.120445109    0.15   0.28      0.57
33 0.7092578 0.38987325 0.097664106    0.13   0.36      0.51
34 0.5205078 0.20929786 0.046304994    0.37   0.29      0.34
35 0.6414453 0.36072571 0.079850062    0.26   0.29      0.45
36 0.6897656 0.50896983 0.053612589    0.21   0.20      0.59
37 0.5091406 0.16624531 0.059920005    0.33   0.40      0.27
38 0.7619531 0.68010419 0.047384083    0.19   0.11      0.70
39 0.3971484 0.10283892 0.055303324    0.47   0.37      0.16
40 0.4158594 0.23747711 0.044566291    0.39   0.34      0.27
41 0.7177734 0.19013628 0.122344422    0.17   0.39      0.44
42 0.5336328 0.38283396 0.034467764    0.42   0.14      0.44
43 0.5636719 0.56791777 0.025009511    0.37   0.12      0.51
44 0.6314844 0.50321177 0.051683066    0.26   0.21      0.53
45 0.3528516 0.28143367 0.027346563    0.58   0.18      0.24
46 0.5873828 0.26597536 0.067230252    0.28   0.28      0.44
47 0.5966016 0.22309063 0.077894621    0.18   0.42      0.40
48 0.7833594 0.51039789 0.098642612    0.17   0.15      0.68
49 0.5608984 0.21782466 0.062646871    0.23   0.44      0.33
50 0.4813281 0.12530074 0.070556648    0.35   0.41      0.24
