   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5439844 0.1696634 0.06484328    0.36   0.28      0.36
2  0.4914062 0.4410572 0.01290521    0.42   0.15      0.43
3  0.4926953 0.3533272 0.01738866    0.45   0.12      0.43
4  0.5704687 0.3384556 0.05738954    0.32   0.25      0.43
5  0.6739063 0.4694986 0.06555325    0.23   0.23      0.54
6  0.4283984 0.3814657 0.01848042    0.54   0.11      0.35
7  0.6483594 0.4264642 0.06144371    0.24   0.28      0.48
8  0.5869922 0.5549971 0.02043151    0.34   0.15      0.51
9  0.6418359 0.3293696 0.06698195    0.28   0.28      0.44
10 0.4871484 0.3183618 0.03035762    0.36   0.28      0.36
