   prop.aneu prob.meio   prob.mito euploid mosaic aneuploid
1  0.4861328 0.2624678 0.029282856    0.37   0.28      0.35
2  0.5151562 0.4117042 0.027514858    0.38   0.23      0.39
3  0.6211719 0.4938080 0.034201626    0.32   0.15      0.53
4  0.5261328 0.3266365 0.031244983    0.38   0.22      0.40
5  0.4685547 0.2807270 0.034851208    0.49   0.18      0.33
6  0.5508203 0.4442482 0.032845544    0.30   0.25      0.45
7  0.5027734 0.4794127 0.007765444    0.42   0.12      0.46
8  0.5371875 0.4312592 0.011343119    0.40   0.10      0.50
9  0.4526953 0.2498254 0.031069159    0.44   0.23      0.33
10 0.4178516 0.3327024 0.016703156    0.48   0.17      0.35
