   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.4941406 0.04815497 0.076412990    0.41   0.37      0.22
2  0.7839844 0.42195881 0.106424767    0.12   0.27      0.61
3  0.5265234 0.23451743 0.053067364    0.33   0.29      0.38
4  0.6426172 0.56149571 0.055202293    0.25   0.25      0.50
5  0.6648437 0.20235338 0.096214402    0.27   0.27      0.46
6  0.7045703 0.26100144 0.116450153    0.15   0.28      0.57
7  0.3524609 0.08716883 0.043669622    0.49   0.35      0.16
8  0.5550391 0.39672217 0.018437410    0.41   0.10      0.49
9  0.6460547 0.25777292 0.087751890    0.18   0.42      0.40
10 0.3272266 0.18537212 0.017312705    0.59   0.19      0.22
11 0.7630078 0.48731466 0.079198238    0.17   0.18      0.65
12 0.5831641 0.44832435 0.039774260    0.29   0.25      0.46
13 0.4706250 0.27361460 0.032136421    0.41   0.24      0.35
14 0.7743359 0.37446356 0.114712548    0.12   0.31      0.57
15 0.6956250 0.51456833 0.056027456    0.17   0.27      0.56
16 0.6526172 0.68408873 0.005372420    0.34   0.02      0.64
17 0.7252734 0.79120478 0.007714270    0.26   0.03      0.71
18 0.4332422 0.14022819 0.052884480    0.41   0.35      0.24
19 0.3459375 0.17174291 0.036434644    0.50   0.31      0.19
20 0.4798047 0.10336485 0.064064010    0.40   0.41      0.19
21 0.6360938 0.46039903 0.046151470    0.20   0.28      0.52
22 0.7479687 0.67609553 0.037751636    0.21   0.12      0.67
23 0.7132422 0.35466054 0.102855731    0.12   0.39      0.49
24 0.6332422 0.49793971 0.038902014    0.26   0.18      0.56
25 0.7737891 0.51132144 0.108125838    0.12   0.28      0.60
26 0.5470312 0.08987067 0.086251891    0.26   0.44      0.30
27 0.7668359 0.40939966 0.099877554    0.11   0.30      0.59
28 0.7519922 0.52267414 0.042318193    0.19   0.14      0.67
29 0.7070703 0.48298678 0.058588304    0.17   0.23      0.60
30 0.5560938 0.39270744 0.042134943    0.31   0.29      0.40
31 0.6967578 0.44422263 0.083318788    0.21   0.30      0.49
32 0.7422656 0.27566443 0.130356977    0.12   0.37      0.51
33 0.7539453 0.72637123 0.043286660    0.17   0.17      0.66
34 0.6928125 0.51050513 0.075430949    0.18   0.28      0.54
35 0.6236719 0.18094706 0.082828865    0.24   0.33      0.43
36 0.4387891 0.26297157 0.043373782    0.43   0.29      0.28
37 0.7021875 0.54177583 0.053762150    0.15   0.24      0.61
38 0.6141406 0.63462360 0.022651615    0.29   0.16      0.55
39 0.7001563 0.26648456 0.097239192    0.17   0.38      0.45
40 0.3832031 0.25907308 0.009784513    0.55   0.11      0.34
41 0.7495312 0.56392464 0.044971610    0.19   0.13      0.68
42 0.7753906 0.50755800 0.095899490    0.14   0.30      0.56
43 0.5808594 0.17938429 0.082337948    0.28   0.35      0.37
44 0.6012891 0.29499100 0.062753195    0.25   0.31      0.44
45 0.4487109 0.19041349 0.047109552    0.43   0.25      0.32
46 0.4592578 0.20058377 0.046468917    0.39   0.33      0.28
47 0.7064063 0.65594389 0.047222475    0.19   0.15      0.66
48 0.7567969 0.28698771 0.103027072    0.17   0.24      0.59
49 0.6721484 0.32594924 0.096312560    0.18   0.35      0.47
50 0.4285156 0.28047246 0.036702132    0.47   0.24      0.29
