   prop.aneu   prob.meio    prob.mito euploid mosaic aneuploid
1  0.3755469 0.266196081 0.0154297100    0.58   0.11      0.31
2  0.5025391 0.220985429 0.0501068886    0.35   0.28      0.37
3  0.4457031 0.105817325 0.0622053004    0.46   0.37      0.17
4  0.3919141 0.093952948 0.0521808185    0.36   0.45      0.19
5  0.7526563 0.672660509 0.0533031849    0.25   0.12      0.63
6  0.4850000 0.420213666 0.0027623340    0.50   0.02      0.48
7  0.6234375 0.258087124 0.0910621483    0.17   0.41      0.42
8  0.6691406 0.489724561 0.0518798258    0.32   0.13      0.55
9  0.3267188 0.018992212 0.0460390926    0.45   0.37      0.18
10 0.5783203 0.395695891 0.0479877277    0.39   0.17      0.44
11 0.7152734 0.322359349 0.0891487685    0.15   0.28      0.57
12 0.3028125 0.007064778 0.0398816664    0.53   0.34      0.13
13 0.7571484 0.190086470 0.1209492984    0.10   0.29      0.61
14 0.6313672 0.451747967 0.0429856805    0.28   0.20      0.52
15 0.7666406 0.390064539 0.1029495429    0.12   0.28      0.60
16 0.7262500 0.591737430 0.0379700486    0.23   0.10      0.67
17 0.7149609 0.346409268 0.0894681097    0.19   0.25      0.56
18 0.6244922 0.308122140 0.0654540425    0.24   0.34      0.42
19 0.5273828 0.484990693 0.0262449831    0.41   0.15      0.44
20 0.4461328 0.287338632 0.0291442510    0.43   0.21      0.36
21 0.6714844 0.157710260 0.1119024043    0.22   0.36      0.42
22 0.5845703 0.418686895 0.0435708708    0.31   0.19      0.50
23 0.7178516 0.287140597 0.1091083677    0.14   0.40      0.46
24 0.7360547 0.362695561 0.0918342792    0.11   0.33      0.56
25 0.5916797 0.369142497 0.0746838273    0.33   0.29      0.38
26 0.7126953 0.508661433 0.0620899433    0.21   0.23      0.56
27 0.7376172 0.668043238 0.0447350198    0.21   0.14      0.65
28 0.7734375 0.463897177 0.1058505301    0.12   0.25      0.63
29 0.5276563 0.049169799 0.0837058674    0.31   0.43      0.26
30 0.7291016 0.314305075 0.1333131953    0.13   0.34      0.53
31 0.6605078 0.567619796 0.0162990410    0.28   0.08      0.64
32 0.7325781 0.217104621 0.1169055987    0.14   0.45      0.41
33 0.4871484 0.029207014 0.0797114710    0.33   0.43      0.24
34 0.3980469 0.423993818 0.0014120825    0.59   0.02      0.39
35 0.3840625 0.407210027 0.0009707909    0.61   0.01      0.38
36 0.5248047 0.321984384 0.0502518355    0.28   0.31      0.41
37 0.6403906 0.504099706 0.0517920884    0.26   0.17      0.57
38 0.6919141 0.183790809 0.1048231144    0.19   0.32      0.49
39 0.7351562 0.694446913 0.0125133905    0.26   0.03      0.71
40 0.3326562 0.158729248 0.0286101061    0.55   0.24      0.21
41 0.4230469 0.319270204 0.0291268337    0.49   0.17      0.34
42 0.6462500 0.223727369 0.1044732837    0.16   0.46      0.38
43 0.5100781 0.151138635 0.0704881395    0.35   0.44      0.21
44 0.6946094 0.681496508 0.0097586229    0.24   0.09      0.67
45 0.6446094 0.175260436 0.1074974418    0.21   0.43      0.36
46 0.6685937 0.620013326 0.0402022575    0.24   0.17      0.59
47 0.3070312 0.178945814 0.0213613035    0.63   0.18      0.19
48 0.3966016 0.031804979 0.0567685729    0.45   0.39      0.16
49 0.6725781 0.204395926 0.0951229297    0.15   0.39      0.46
50 0.6589063 0.534739392 0.0403656042    0.24   0.19      0.57
