   prop.aneu prob.meio   prob.mito euploid mosaic aneuploid
1  0.5428906 0.4444911 0.036734856    0.43   0.17      0.40
2  0.6635156 0.4235459 0.056916169    0.24   0.25      0.51
3  0.5957813 0.2777476 0.060162117    0.27   0.31      0.42
4  0.6432813 0.5274559 0.041783216    0.31   0.15      0.54
5  0.5373828 0.3000975 0.051611849    0.36   0.28      0.36
6  0.6526172 0.4130106 0.056226864    0.22   0.24      0.54
7  0.5156641 0.4577907 0.019373601    0.42   0.13      0.45
8  0.4950000 0.4519337 0.006991698    0.46   0.07      0.47
9  0.4319922 0.3033510 0.020631715    0.51   0.17      0.32
10 0.5005469 0.3401648 0.033378370    0.36   0.24      0.40
