   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.7974219 0.3985091 0.10094808    0.09   0.27      0.64
2  0.5241406 0.4977481 0.02633384    0.38   0.19      0.43
3  0.6899219 0.4762056 0.05943592    0.24   0.19      0.57
4  0.7763672 0.3709784 0.12737977    0.14   0.28      0.58
5  0.4953125 0.4212355 0.02617102    0.40   0.20      0.40
6  0.6471094 0.6265093 0.01972486    0.27   0.12      0.61
7  0.3315234 0.2057898 0.02670834    0.54   0.23      0.23
8  0.4103906 0.2882990 0.01490326    0.53   0.13      0.34
9  0.6865625 0.3411212 0.09380472    0.22   0.32      0.46
10 0.7591016 0.2997648 0.11384725    0.13   0.31      0.56
11 0.7547656 0.5932857 0.05248936    0.16   0.21      0.63
12 0.7234766 0.5815178 0.04986203    0.16   0.19      0.65
13 0.7853125 0.3803538 0.11881334    0.14   0.28      0.58
14 0.6952734 0.4582811 0.05619307    0.16   0.26      0.58
15 0.5958203 0.4823958 0.04085045    0.32   0.16      0.52
16 0.3130469 0.1083025 0.02877460    0.56   0.26      0.18
17 0.5485156 0.3127329 0.04606236    0.39   0.22      0.39
18 0.8026172 0.5553805 0.11257413    0.07   0.26      0.67
19 0.7425781 0.4904071 0.07099375    0.16   0.20      0.64
20 0.7403516 0.6184458 0.07001581    0.14   0.21      0.65
21 0.6178516 0.2791683 0.07553583    0.29   0.31      0.40
22 0.5918359 0.4723181 0.02264918    0.36   0.12      0.52
23 0.7177734 0.4647931 0.08842882    0.12   0.29      0.59
24 0.8239062 0.5451729 0.12141810    0.09   0.23      0.68
25 0.7479297 0.5270729 0.07610613    0.18   0.17      0.65
26 0.7742578 0.6358529 0.06892115    0.16   0.17      0.67
27 0.7204687 0.6620684 0.03057887    0.19   0.13      0.68
28 0.6716797 0.4631361 0.04703536    0.25   0.19      0.56
29 0.7990234 0.5594898 0.08979721    0.12   0.22      0.66
30 0.2730469 0.1338838 0.02144759    0.64   0.19      0.17
31 0.7589453 0.4224678 0.11182102    0.13   0.27      0.60
32 0.8316016 0.5692167 0.11429919    0.09   0.23      0.68
33 0.8352344 0.4938465 0.11152710    0.12   0.22      0.66
34 0.7764453 0.5699332 0.07657233    0.12   0.22      0.66
35 0.8038281 0.5556191 0.08996699    0.12   0.25      0.63
36 0.6497656 0.2890576 0.07724316    0.21   0.27      0.52
37 0.5901172 0.3939213 0.03744961    0.33   0.18      0.49
38 0.4013281 0.3533035 0.01513984    0.55   0.10      0.35
39 0.7749219 0.5810602 0.06824875    0.20   0.16      0.64
40 0.4392187 0.2909168 0.01616611    0.50   0.13      0.37
41 0.7026172 0.5183446 0.05419216    0.24   0.16      0.60
42 0.7129297 0.5056814 0.05595776    0.18   0.21      0.61
43 0.7943750 0.6408418 0.06554178    0.15   0.15      0.70
44 0.5626562 0.5233580 0.02446031    0.30   0.18      0.52
45 0.7843750 0.5400216 0.08440177    0.11   0.22      0.67
46 0.5837109 0.5216546 0.01669308    0.39   0.08      0.53
47 0.7526172 0.6520036 0.05856892    0.18   0.14      0.68
48 0.6173047 0.3061116 0.06267260    0.30   0.28      0.42
49 0.5998047 0.3939017 0.05427873    0.33   0.23      0.44
50 0.4333594 0.3516842 0.01752001    0.47   0.15      0.38
