   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5593750 0.1914254 0.07350348    0.30   0.31      0.39
2  0.4488672 0.2801831 0.02429418    0.41   0.21      0.38
3  0.5934375 0.5001134 0.03322821    0.29   0.20      0.51
4  0.3816797 0.2958544 0.01381894    0.52   0.14      0.34
5  0.6621094 0.5069987 0.05381736    0.26   0.22      0.52
6  0.5517188 0.3177132 0.04914804    0.32   0.31      0.37
7  0.5315234 0.4164838 0.02653956    0.37   0.21      0.42
8  0.5843359 0.3016660 0.05098372    0.32   0.22      0.46
9  0.6328516 0.4385066 0.03749697    0.29   0.19      0.52
10 0.6168750 0.5055824 0.03034359    0.29   0.16      0.55
