   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.6155469 0.4310679 0.04935071    0.30   0.24      0.46
2  0.6059375 0.4044250 0.05097584    0.29   0.26      0.45
3  0.4313281 0.3788509 0.01605328    0.45   0.18      0.37
4  0.5863281 0.4748443 0.03005977    0.36   0.15      0.49
5  0.5738672 0.2817872 0.04766558    0.33   0.20      0.47
6  0.6175781 0.5461113 0.03110905    0.35   0.13      0.52
7  0.5858203 0.3522682 0.06215663    0.31   0.23      0.46
8  0.4644922 0.3227677 0.03145178    0.41   0.24      0.35
9  0.6222266 0.2637561 0.07220924    0.32   0.24      0.44
10 0.5650391 0.4916442 0.01416324    0.38   0.10      0.52
