   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.5226172 0.29821267 0.045884025    0.40   0.26      0.34
2  0.5424219 0.50943450 0.018891439    0.38   0.14      0.48
3  0.7680859 0.40561994 0.099302469    0.15   0.27      0.58
4  0.6228125 0.34411033 0.065164720    0.26   0.28      0.46
5  0.7382812 0.53067550 0.059006241    0.20   0.17      0.63
6  0.3687109 0.03705313 0.047216400    0.41   0.36      0.23
7  0.5977344 0.30059517 0.062854920    0.23   0.32      0.45
8  0.6085547 0.20463749 0.083074491    0.23   0.39      0.38
9  0.5673828 0.42404895 0.043541241    0.30   0.21      0.49
10 0.7028516 0.44706117 0.063717102    0.20   0.22      0.58
11 0.3629297 0.27581076 0.018511231    0.52   0.19      0.29
12 0.5947656 0.10983865 0.097758808    0.26   0.42      0.32
13 0.6152734 0.20774583 0.081479060    0.21   0.42      0.37
14 0.6887891 0.32108625 0.096811246    0.20   0.35      0.45
15 0.4517969 0.39976972 0.013008009    0.43   0.18      0.39
16 0.6760938 0.28058659 0.093994434    0.20   0.37      0.43
17 0.4182422 0.36851470 0.006308554    0.57   0.03      0.40
18 0.5883203 0.25246245 0.048294394    0.30   0.31      0.39
19 0.6625781 0.42093246 0.030562295    0.26   0.15      0.59
20 0.6018359 0.50495473 0.029539688    0.27   0.21      0.52
21 0.6720703 0.41083005 0.061368177    0.23   0.24      0.53
22 0.3707813 0.47520911 0.000248255    0.63   0.00      0.37
23 0.7174609 0.56485934 0.050769987    0.17   0.18      0.65
24 0.4155078 0.27458629 0.026900635    0.52   0.17      0.31
25 0.5007422 0.33179983 0.028741460    0.41   0.16      0.43
26 0.7535547 0.55112758 0.075246156    0.14   0.28      0.58
27 0.3858984 0.18475474 0.049417753    0.38   0.36      0.26
28 0.6455078 0.41134861 0.062669837    0.22   0.28      0.50
29 0.3382422 0.14598072 0.033778802    0.50   0.31      0.19
30 0.4139844 0.49706412 0.009973281    0.56   0.07      0.37
31 0.5799609 0.44700195 0.038686484    0.32   0.22      0.46
32 0.7215625 0.19656558 0.120543369    0.14   0.34      0.52
33 0.5912500 0.54284196 0.033055362    0.35   0.17      0.48
34 0.6055469 0.39906071 0.055973271    0.26   0.29      0.45
35 0.3650000 0.33100973 0.006511656    0.59   0.08      0.33
36 0.5672266 0.37329946 0.045175032    0.32   0.26      0.42
37 0.5607031 0.22162935 0.072554483    0.29   0.34      0.37
38 0.7116406 0.69574521 0.032869810    0.18   0.18      0.64
39 0.3028516 0.18069135 0.019661281    0.54   0.25      0.21
40 0.4110156 0.30070139 0.021708499    0.51   0.15      0.34
41 0.6942578 0.26885166 0.103416294    0.19   0.38      0.43
42 0.6435156 0.05799214 0.114739815    0.17   0.41      0.42
43 0.6646875 0.28228078 0.087801259    0.14   0.37      0.49
44 0.7039062 0.42348727 0.086873329    0.15   0.30      0.55
45 0.7375391 0.38649754 0.079320831    0.18   0.20      0.62
46 0.6626953 0.32975211 0.080500739    0.23   0.28      0.49
47 0.6925391 0.12383446 0.129413115    0.14   0.33      0.53
48 0.3651953 0.28630442 0.014088898    0.56   0.14      0.30
49 0.4798828 0.04027078 0.070495453    0.29   0.44      0.27
50 0.3623828 0.21145818 0.030238811    0.54   0.26      0.20
