   prop.aneu prob.meio    prob.mito euploid mosaic aneuploid
1  0.6759375 0.4922631 0.0432967693    0.27   0.17      0.56
2  0.4550391 0.2909639 0.0343988934    0.45   0.22      0.33
3  0.6186328 0.4667748 0.0451462620    0.29   0.19      0.52
4  0.4760937 0.5284137 0.0003502937    0.53   0.00      0.47
5  0.6562891 0.6644331 0.0035069825    0.34   0.01      0.65
6  0.5957813 0.2360015 0.0633339831    0.27   0.31      0.42
7  0.3469141 0.1427956 0.0360089056    0.46   0.29      0.25
8  0.4426953 0.1909350 0.0481153233    0.36   0.39      0.25
9  0.7610156 0.4507582 0.0997809966    0.17   0.25      0.58
10 0.3926953 0.2508084 0.0150819784    0.53   0.13      0.34
11 0.4483203 0.3662147 0.0356871448    0.39   0.25      0.36
12 0.6456641 0.2447609 0.0779707422    0.19   0.28      0.53
13 0.3122656 0.3093568 0.0101722123    0.59   0.13      0.28
14 0.5783984 0.4269677 0.0235436261    0.34   0.14      0.52
15 0.5907031 0.5469239 0.0251978410    0.33   0.14      0.53
16 0.4307031 0.3613145 0.0223161681    0.47   0.21      0.32
17 0.4300391 0.2482667 0.0319846314    0.38   0.28      0.34
18 0.6596484 0.5748132 0.0053557255    0.35   0.00      0.65
19 0.6967188 0.6341767 0.0336418618    0.27   0.10      0.63
20 0.5064844 0.3856196 0.0255787149    0.41   0.15      0.44
21 0.6626562 0.6025086 0.0157326385    0.27   0.11      0.62
22 0.6561328 0.3332241 0.0740226361    0.28   0.26      0.46
23 0.6759766 0.4464007 0.0415426402    0.27   0.16      0.57
24 0.5567578 0.2044318 0.0775970514    0.33   0.35      0.32
25 0.5348828 0.3951473 0.0349072411    0.39   0.20      0.41
26 0.5089063 0.3366202 0.0372859598    0.35   0.28      0.37
27 0.6752344 0.3423594 0.0781353968    0.23   0.29      0.48
28 0.5389844 0.4794217 0.0193702418    0.38   0.14      0.48
29 0.5198047 0.4941801 0.0138085873    0.37   0.15      0.48
30 0.6031641 0.4275529 0.0507388536    0.28   0.24      0.48
31 0.4931641 0.3443081 0.0341128753    0.46   0.18      0.36
32 0.7082422 0.5500738 0.0586947410    0.27   0.15      0.58
33 0.5476953 0.2810525 0.0517816695    0.30   0.31      0.39
34 0.6705859 0.4846335 0.0520772333    0.23   0.21      0.56
35 0.3574609 0.1663855 0.0347739975    0.51   0.28      0.21
36 0.6433984 0.3211114 0.0748218899    0.24   0.24      0.52
37 0.6737109 0.6189679 0.0238041715    0.25   0.11      0.64
38 0.6846875 0.4991412 0.0550384293    0.23   0.16      0.61
39 0.7446094 0.5520512 0.0444849071    0.23   0.14      0.63
40 0.4556641 0.2738401 0.0330468221    0.51   0.17      0.32
41 0.4793750 0.2925227 0.0382227823    0.45   0.24      0.31
42 0.4382813 0.3838763 0.0145352473    0.54   0.11      0.35
43 0.5486719 0.2277477 0.0662582987    0.35   0.31      0.34
44 0.4356250 0.3199380 0.0134084143    0.50   0.12      0.38
45 0.4871875 0.1886072 0.0545303705    0.37   0.30      0.33
46 0.4132031 0.4364177 0.0057960982    0.55   0.05      0.40
47 0.5201172 0.4297634 0.0299566637    0.40   0.16      0.44
48 0.3665625 0.2835568 0.0155641213    0.51   0.21      0.28
49 0.5190234 0.0303314 0.0816634763    0.33   0.42      0.25
50 0.5982422 0.4420712 0.0405828257    0.32   0.19      0.49
