   prop.aneu  prob.meio    prob.mito euploid mosaic aneuploid
1  0.6215625 0.41136216 0.0565367618    0.28   0.27      0.45
2  0.6644141 0.46956679 0.0635022197    0.20   0.28      0.52
3  0.6384766 0.42235993 0.0546247428    0.19   0.30      0.51
4  0.5835547 0.12599848 0.0735137884    0.24   0.38      0.38
5  0.6920312 0.21802922 0.1169773343    0.15   0.46      0.39
6  0.4008203 0.41924314 0.0003162827    0.60   0.00      0.40
7  0.4976563 0.18534323 0.0506302647    0.31   0.30      0.39
8  0.6894531 0.36640906 0.0874308983    0.16   0.34      0.50
9  0.7153906 0.31953462 0.0947928475    0.10   0.40      0.50
10 0.8155469 0.09160432 0.1739116732    0.01   0.54      0.45
11 0.5323828 0.37233980 0.0435043294    0.32   0.27      0.41
12 0.7561719 0.12560389 0.1462005379    0.10   0.52      0.38
13 0.7412109 0.09142695 0.1525693696    0.09   0.56      0.35
14 0.6903906 0.09863499 0.1294825389    0.06   0.53      0.41
15 0.4675781 0.45440915 0.0153025922    0.48   0.10      0.42
16 0.4411328 0.40276060 0.0042683263    0.53   0.05      0.42
17 0.6990234 0.45701840 0.0834661999    0.09   0.40      0.51
18 0.7954687 0.05410915 0.1748580192    0.03   0.52      0.45
19 0.8223828 0.15764925 0.1799991704    0.06   0.44      0.50
20 0.8207031 0.04037735 0.1804694333    0.07   0.43      0.50
21 0.3968750 0.28639390 0.0181355316    0.56   0.10      0.34
22 0.4382031 0.41838696 0.0131433101    0.47   0.14      0.39
23 0.7939453 0.15268089 0.1586213184    0.06   0.42      0.52
24 0.5314453 0.41566296 0.0111470774    0.44   0.06      0.50
25 0.7637891 0.33233455 0.1166067787    0.12   0.39      0.49
26 0.7168750 0.51918367 0.0681437396    0.20   0.29      0.51
27 0.8164062 0.09985021 0.1749006165    0.03   0.48      0.49
28 0.5394922 0.45301137 0.0157368002    0.45   0.05      0.50
29 0.4278125 0.37115433 0.0126444690    0.50   0.12      0.38
30 0.6674219 0.29763438 0.0930673815    0.24   0.33      0.43
31 0.8023828 0.02112653 0.1804222444    0.04   0.44      0.52
32 0.7088281 0.33974101 0.1031768024    0.18   0.34      0.48
33 0.3984375 0.33755235 0.0073681364    0.53   0.10      0.37
34 0.7286328 0.10303332 0.1352890711    0.08   0.43      0.49
35 0.5386719 0.43230762 0.0375819120    0.33   0.25      0.42
36 0.6390234 0.25890199 0.0828479521    0.23   0.34      0.43
37 0.5716016 0.16074091 0.0713871070    0.30   0.34      0.36
38 0.7331641 0.08659740 0.1450129766    0.15   0.46      0.39
39 0.5908594 0.12293712 0.0814595171    0.24   0.40      0.36
40 0.6546094 0.42139214 0.0525430245    0.32   0.20      0.48
41 0.4092578 0.35834040 0.0247640125    0.42   0.24      0.34
42 0.6497656 0.21625080 0.0900659193    0.15   0.44      0.41
43 0.7817578 0.01656025 0.1741020659    0.00   0.51      0.49
44 0.7537891 0.28486530 0.1261418266    0.06   0.42      0.52
45 0.6292969 0.18707978 0.0900929912    0.18   0.35      0.47
46 0.6550000 0.40260590 0.0778017852    0.21   0.31      0.48
47 0.6683203 0.40592787 0.0754775738    0.22   0.29      0.49
48 0.5955469 0.35007547 0.0491496746    0.33   0.26      0.41
49 0.6890625 0.12096486 0.1308385448    0.15   0.41      0.44
50 0.5666406 0.43083467 0.0372224844    0.30   0.27      0.43
