   prop.aneu   prob.meio   prob.mito euploid mosaic aneuploid
1  0.6954687 0.703621716 0.016786561    0.30   0.05      0.65
2  0.5319141 0.267437988 0.063231178    0.28   0.41      0.31
3  0.4568359 0.307208286 0.018288891    0.51   0.13      0.36
4  0.4991016 0.480395821 0.003098705    0.50   0.01      0.49
5  0.7798437 0.231816297 0.142731562    0.13   0.33      0.54
6  0.6782812 0.596264220 0.041247018    0.25   0.18      0.57
7  0.6829297 0.615450300 0.014139130    0.32   0.03      0.65
8  0.5114062 0.440516294 0.026058464    0.42   0.12      0.46
9  0.4753516 0.135423891 0.064413921    0.34   0.39      0.27
10 0.3831250 0.319378047 0.004403041    0.62   0.02      0.36
11 0.7384375 0.427764193 0.103499277    0.17   0.29      0.54
12 0.7219922 0.268645567 0.112871509    0.16   0.34      0.50
13 0.3849219 0.314355810 0.017451045    0.51   0.19      0.30
14 0.6482031 0.349979884 0.077584391    0.26   0.30      0.44
15 0.5796875 0.076032334 0.092042727    0.22   0.44      0.34
16 0.5850391 0.254282887 0.081514457    0.32   0.37      0.31
17 0.5954297 0.137928059 0.084090552    0.23   0.39      0.38
18 0.7581250 0.437669105 0.098305752    0.13   0.30      0.57
19 0.6841016 0.433975340 0.076445663    0.19   0.28      0.53
20 0.4834766 0.090742138 0.071971401    0.34   0.37      0.29
21 0.6802734 0.350422795 0.089030444    0.23   0.27      0.50
22 0.7209375 0.455231372 0.087612160    0.18   0.29      0.53
23 0.6657812 0.560603109 0.025723272    0.26   0.14      0.60
24 0.4780078 0.261748222 0.032419576    0.39   0.23      0.38
25 0.6728906 0.430453942 0.069560034    0.13   0.34      0.53
26 0.4706641 0.162574972 0.063126181    0.29   0.35      0.36
27 0.6883984 0.147482897 0.127221999    0.20   0.34      0.46
28 0.6623828 0.208542560 0.087729790    0.20   0.33      0.47
29 0.5685156 0.164960495 0.076327770    0.27   0.41      0.32
30 0.6402734 0.547034271 0.004580782    0.36   0.01      0.63
31 0.5804687 0.387538561 0.048129372    0.29   0.28      0.43
32 0.5839844 0.446966300 0.035336617    0.30   0.18      0.52
33 0.4388672 0.005303351 0.074059052    0.40   0.40      0.20
34 0.7171484 0.698078250 0.020537751    0.24   0.10      0.66
35 0.7657422 0.390660755 0.106431226    0.16   0.27      0.57
36 0.4285937 0.240602179 0.034839831    0.46   0.28      0.26
37 0.7069531 0.423785725 0.067192571    0.20   0.23      0.57
38 0.5843750 0.311533747 0.068254495    0.27   0.35      0.38
39 0.6162109 0.462441350 0.064910690    0.20   0.30      0.50
40 0.7031250 0.697093449 0.014946870    0.31   0.01      0.68
41 0.5364453 0.557893320 0.018708732    0.36   0.15      0.49
42 0.3771094 0.329255086 0.002326670    0.62   0.01      0.37
43 0.5657422 0.245646007 0.068125154    0.22   0.43      0.35
44 0.6243750 0.604569262 0.013040671    0.32   0.09      0.59
45 0.3644531 0.146977416 0.038449155    0.49   0.32      0.19
46 0.4704687 0.288449535 0.023627114    0.43   0.21      0.36
47 0.4272266 0.353673178 0.002365669    0.54   0.04      0.42
48 0.6355078 0.473614938 0.056132331    0.24   0.31      0.45
49 0.7580078 0.574480628 0.070631658    0.17   0.19      0.64
50 0.6433594 0.535111264 0.041113506    0.28   0.18      0.54
