   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.4114453 0.29383919 0.030029120    0.49   0.23      0.28
2  0.5639063 0.09666401 0.088836740    0.32   0.34      0.34
3  0.3528516 0.30177318 0.022455955    0.50   0.23      0.27
4  0.3137109 0.11912830 0.022365070    0.57   0.24      0.19
5  0.7201563 0.27041033 0.115314107    0.19   0.38      0.43
6  0.4578516 0.31790538 0.034024669    0.41   0.26      0.33
7  0.4310156 0.13491634 0.045325741    0.46   0.28      0.26
8  0.7626172 0.68656913 0.040665948    0.21   0.08      0.71
9  0.5662109 0.19886228 0.076968201    0.26   0.43      0.31
10 0.3348828 0.28646652 0.008567929    0.63   0.10      0.27
11 0.6248047 0.58177577 0.008988483    0.38   0.02      0.60
12 0.6069531 0.16844389 0.097964363    0.19   0.46      0.35
13 0.5739062 0.53798238 0.016233913    0.36   0.12      0.52
14 0.4741016 0.14349999 0.060432836    0.28   0.42      0.30
15 0.6469922 0.34073973 0.064785286    0.24   0.25      0.51
16 0.8066016 0.42171033 0.098619243    0.11   0.28      0.61
17 0.4957813 0.30289420 0.048291165    0.35   0.38      0.27
18 0.8078516 0.42072252 0.134257233    0.13   0.28      0.59
19 0.4883984 0.24243233 0.057765787    0.45   0.30      0.25
20 0.6785937 0.21029623 0.117104951    0.17   0.43      0.40
21 0.7441797 0.34756198 0.089974021    0.17   0.24      0.59
22 0.5809766 0.11408330 0.086619020    0.24   0.45      0.31
23 0.6560938 0.48947416 0.028688834    0.25   0.16      0.59
24 0.5636719 0.26844271 0.074541834    0.29   0.33      0.38
25 0.5510156 0.18619126 0.074486079    0.24   0.46      0.30
26 0.4531641 0.38889434 0.016833640    0.46   0.15      0.39
27 0.4437109 0.18572319 0.053004015    0.47   0.32      0.21
28 0.6197656 0.11814550 0.100686235    0.23   0.42      0.35
29 0.6052344 0.64512822 0.013283955    0.34   0.09      0.57
30 0.6696484 0.33247787 0.089498514    0.15   0.42      0.43
31 0.5383594 0.49419977 0.038031600    0.35   0.22      0.43
32 0.6862109 0.57392731 0.041933335    0.18   0.23      0.59
33 0.2402734 0.12245130 0.020497621    0.60   0.25      0.15
34 0.3562109 0.30886710 0.017635051    0.59   0.15      0.26
35 0.5405078 0.12327555 0.084811554    0.34   0.37      0.29
36 0.7437500 0.52894082 0.074000578    0.17   0.21      0.62
37 0.6111719 0.31521374 0.060662305    0.25   0.30      0.45
38 0.4326172 0.46027652 0.006970300    0.51   0.09      0.40
39 0.5088281 0.28802997 0.054748362    0.28   0.41      0.31
40 0.6167187 0.50262320 0.048864519    0.26   0.27      0.47
41 0.3836719 0.39459045 0.005685389    0.58   0.05      0.37
42 0.5374219 0.19295557 0.066935773    0.36   0.34      0.30
43 0.5119922 0.49862344 0.012047907    0.39   0.14      0.47
44 0.7648047 0.34478600 0.124967916    0.11   0.38      0.51
45 0.7339062 0.29745605 0.111307810    0.12   0.33      0.55
46 0.5247266 0.20153256 0.056304305    0.35   0.32      0.33
47 0.6346094 0.25474722 0.093676791    0.21   0.34      0.45
48 0.7419141 0.47725820 0.090980560    0.14   0.27      0.59
49 0.6575781 0.02520263 0.113656952    0.16   0.45      0.39
50 0.6145703 0.34758943 0.071931678    0.28   0.29      0.43
