   prop.aneu prob.meio    prob.mito euploid mosaic aneuploid
1  0.4022266 0.2393847 0.0213732107    0.55   0.13      0.32
2  0.4018359 0.3793398 0.0101338977    0.56   0.09      0.35
3  0.6126563 0.4399158 0.0426036827    0.28   0.17      0.55
4  0.7308984 0.2341903 0.1097499426    0.13   0.32      0.55
5  0.7449219 0.3776493 0.1039282645    0.16   0.33      0.51
6  0.5841406 0.2835702 0.0652848093    0.24   0.37      0.39
7  0.5892578 0.2560001 0.0679965266    0.28   0.35      0.37
8  0.4791016 0.2182585 0.0512039931    0.32   0.37      0.31
9  0.3883594 0.3543438 0.0113060630    0.57   0.09      0.34
10 0.5917187 0.3337254 0.0643821277    0.27   0.32      0.41
11 0.5523828 0.5213113 0.0009452165    0.45   0.00      0.55
12 0.4169922 0.2772372 0.0416060211    0.45   0.30      0.25
13 0.7042578 0.5301726 0.0373029818    0.21   0.19      0.60
14 0.7652344 0.5495850 0.1001518532    0.16   0.23      0.61
15 0.6410547 0.4832838 0.0494635273    0.24   0.24      0.52
16 0.5335937 0.1246207 0.0698601478    0.30   0.38      0.32
17 0.7439844 0.2293719 0.1081900194    0.09   0.39      0.52
18 0.7448828 0.5214403 0.0781389759    0.11   0.29      0.60
19 0.5042578 0.4331922 0.0226799999    0.38   0.18      0.44
20 0.4407031 0.3774497 0.0191913184    0.50   0.14      0.36
21 0.6285547 0.5436087 0.0352892273    0.30   0.16      0.54
22 0.7331641 0.5325887 0.0663757629    0.13   0.23      0.64
23 0.6259375 0.4301097 0.0469163717    0.25   0.21      0.54
24 0.7476563 0.6184426 0.0587286334    0.20   0.18      0.62
25 0.5781250 0.2969469 0.0614930969    0.31   0.32      0.37
26 0.5928906 0.4108146 0.0562556232    0.29   0.28      0.43
27 0.7633594 0.3244234 0.1303693780    0.17   0.31      0.52
28 0.6783594 0.1647005 0.1138825021    0.19   0.39      0.42
29 0.4812891 0.3583129 0.0315354231    0.46   0.13      0.41
30 0.7030859 0.6575725 0.0325289518    0.24   0.12      0.64
31 0.6858984 0.3941317 0.0931502127    0.17   0.31      0.52
32 0.3868359 0.2802216 0.0234030501    0.47   0.24      0.29
33 0.7043359 0.2581415 0.0968852502    0.17   0.39      0.44
34 0.7391016 0.2994657 0.1174265582    0.10   0.34      0.56
35 0.7397266 0.2823150 0.1148530717    0.15   0.38      0.47
36 0.5723828 0.4428580 0.0167859464    0.38   0.12      0.50
37 0.5561328 0.2668276 0.0670563972    0.32   0.31      0.37
38 0.3533203 0.2269221 0.0175446670    0.50   0.22      0.28
39 0.8212500 0.1820472 0.1831678010    0.08   0.35      0.57
40 0.4179688 0.2533746 0.0237024932    0.46   0.20      0.34
41 0.6700000 0.3622936 0.0775162044    0.15   0.40      0.45
42 0.4245313 0.3425991 0.0261054453    0.52   0.13      0.35
43 0.6614844 0.5060772 0.0468239521    0.26   0.20      0.54
44 0.4453516 0.4020707 0.0243667443    0.53   0.11      0.36
45 0.4630469 0.2279700 0.0548099070    0.34   0.34      0.32
46 0.5647656 0.4858991 0.0356094802    0.33   0.22      0.45
47 0.7512891 0.5126820 0.0899167713    0.16   0.30      0.54
48 0.4941016 0.3661719 0.0129475968    0.46   0.11      0.43
49 0.5758984 0.3983670 0.0580031797    0.27   0.31      0.42
50 0.6847266 0.4152922 0.0772026645    0.27   0.26      0.47
