   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.4480078 0.4035292 0.02036240    0.45   0.17      0.38
2  0.5508203 0.3115167 0.03682699    0.34   0.22      0.44
3  0.5937109 0.3018054 0.07051005    0.27   0.26      0.47
4  0.4726172 0.3402172 0.02291363    0.40   0.23      0.37
5  0.4897266 0.2902257 0.02588679    0.46   0.14      0.40
6  0.5968750 0.4445906 0.03313201    0.32   0.14      0.54
7  0.5701953 0.4083464 0.04058332    0.37   0.19      0.44
8  0.5036328 0.3536262 0.04298888    0.38   0.23      0.39
9  0.6809766 0.4577000 0.06575450    0.22   0.26      0.52
10 0.5352734 0.4686355 0.02230904    0.44   0.09      0.47
