   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.5939453 0.27074954 0.075064412    0.26   0.35      0.39
2  0.5453125 0.27624027 0.058053874    0.26   0.33      0.41
3  0.6144531 0.67870377 0.011571703    0.35   0.07      0.58
4  0.3794922 0.33829256 0.002426460    0.61   0.03      0.36
5  0.7390625 0.04152168 0.148235749    0.18   0.39      0.43
6  0.5887109 0.38632791 0.038871767    0.29   0.22      0.49
7  0.5946875 0.52921922 0.012426317    0.36   0.08      0.56
8  0.6555078 0.22035120 0.097330153    0.19   0.36      0.45
9  0.7891406 0.44724666 0.124304891    0.09   0.29      0.62
10 0.6613672 0.39483719 0.076909537    0.14   0.38      0.48
11 0.2675000 0.20026928 0.015420411    0.59   0.20      0.21
12 0.3339453 0.22072693 0.020964744    0.62   0.15      0.23
13 0.5128516 0.45706189 0.024043110    0.38   0.16      0.46
14 0.6326563 0.48329500 0.036083431    0.34   0.12      0.54
15 0.7540234 0.49228565 0.097218065    0.09   0.31      0.60
16 0.6487109 0.34007108 0.081516726    0.25   0.26      0.49
17 0.5201172 0.27686444 0.071696755    0.36   0.28      0.36
18 0.5188672 0.42773081 0.033175188    0.38   0.20      0.42
19 0.7814844 0.40252642 0.117205099    0.09   0.34      0.57
20 0.7374609 0.38466885 0.088413364    0.14   0.31      0.55
21 0.7190234 0.39910989 0.101337770    0.23   0.26      0.51
22 0.7801953 0.39459737 0.121658348    0.09   0.36      0.55
23 0.3549219 0.16046226 0.026900973    0.55   0.23      0.22
24 0.6141016 0.49867956 0.053420149    0.29   0.18      0.53
25 0.3997266 0.30088015 0.005663885    0.61   0.01      0.38
26 0.6213672 0.56456298 0.019486920    0.35   0.08      0.57
27 0.7709375 0.47269190 0.093528229    0.12   0.28      0.60
28 0.6133203 0.19895676 0.087025685    0.20   0.38      0.42
29 0.8245313 0.45046290 0.127087103    0.08   0.34      0.58
30 0.4984766 0.12048177 0.058379541    0.32   0.37      0.31
31 0.6510156 0.32355684 0.072725090    0.23   0.32      0.45
32 0.5935938 0.55995436 0.016151099    0.36   0.08      0.56
33 0.7249219 0.48578728 0.083018605    0.17   0.25      0.58
34 0.6313672 0.49066443 0.057210965    0.27   0.25      0.48
35 0.6872266 0.56827176 0.036423375    0.27   0.14      0.59
36 0.6635547 0.34998693 0.082796694    0.19   0.32      0.49
37 0.7605078 0.56118573 0.077021822    0.20   0.17      0.63
38 0.7894922 0.48649952 0.102402069    0.09   0.29      0.62
39 0.7864844 0.41129822 0.131334132    0.09   0.33      0.58
40 0.5972656 0.37564620 0.048799375    0.27   0.26      0.47
41 0.5776953 0.52693880 0.014824900    0.39   0.08      0.53
42 0.6282813 0.51718142 0.018171865    0.33   0.08      0.59
43 0.6317187 0.60386117 0.010977848    0.31   0.08      0.61
44 0.7415625 0.56528583 0.052473225    0.15   0.21      0.64
45 0.6882422 0.48416002 0.067282712    0.22   0.26      0.52
46 0.6407812 0.56776975 0.047135975    0.28   0.22      0.50
47 0.6564453 0.32090341 0.086611436    0.22   0.33      0.45
48 0.5283203 0.31710656 0.039775102    0.38   0.21      0.41
49 0.6670703 0.31519431 0.080975092    0.20   0.27      0.53
50 0.7810156 0.15235203 0.167189629    0.08   0.36      0.56
