   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.4441016 0.3347860 0.01271234    0.50   0.11      0.39
2  0.5742969 0.3328269 0.05193910    0.29   0.26      0.45
3  0.5895703 0.3876092 0.03948696    0.27   0.26      0.47
4  0.5403125 0.2959472 0.05045177    0.32   0.29      0.39
5  0.6761328 0.5075745 0.04449888    0.30   0.16      0.54
6  0.6133984 0.4174125 0.05091252    0.35   0.21      0.44
7  0.5775000 0.4448521 0.03463531    0.32   0.18      0.50
8  0.6601953 0.5337442 0.05784523    0.29   0.20      0.51
9  0.5382031 0.5073514 0.01047803    0.43   0.07      0.50
10 0.5215234 0.3867403 0.03698378    0.37   0.24      0.39
