   prop.aneu prob.meio   prob.mito euploid mosaic aneuploid
1  0.4128125 0.4362571 0.001181990    0.59   0.00      0.41
2  0.7341406 0.4175264 0.079714641    0.13   0.33      0.54
3  0.6448438 0.5141961 0.060249349    0.26   0.22      0.52
4  0.3793359 0.3806067 0.009020022    0.58   0.10      0.32
5  0.5818750 0.4910883 0.017562287    0.36   0.11      0.53
6  0.5419922 0.4844188 0.012717247    0.43   0.06      0.51
7  0.7723437 0.3606669 0.131696286    0.11   0.32      0.57
8  0.7430469 0.4903813 0.082743980    0.11   0.39      0.50
9  0.4937891 0.2871861 0.038772349    0.36   0.31      0.33
10 0.5610547 0.5070408 0.004837521    0.40   0.06      0.54
11 0.6700391 0.5140766 0.055915421    0.28   0.17      0.55
12 0.6028125 0.4714035 0.031873822    0.32   0.16      0.52
13 0.7107422 0.3444600 0.112947681    0.19   0.32      0.49
14 0.7412500 0.6180718 0.053723807    0.16   0.22      0.62
15 0.5741016 0.3543244 0.053218835    0.26   0.33      0.41
16 0.6437109 0.5181666 0.048795748    0.28   0.19      0.53
17 0.6186719 0.5976937 0.033643351    0.34   0.14      0.52
18 0.3368359 0.2966639 0.012077570    0.54   0.17      0.29
19 0.6940625 0.3276156 0.097886914    0.16   0.33      0.51
20 0.6659766 0.4312445 0.065689854    0.20   0.27      0.53
21 0.4252344 0.3926412 0.013012318    0.51   0.12      0.37
22 0.7127344 0.3873112 0.097149811    0.20   0.30      0.50
23 0.6815625 0.5047028 0.048488851    0.23   0.22      0.55
24 0.5056641 0.4834471 0.029870623    0.44   0.17      0.39
25 0.4743359 0.4354069 0.008778529    0.49   0.07      0.44
26 0.6869141 0.4896743 0.048978895    0.16   0.24      0.60
27 0.6611719 0.5081805 0.029409654    0.26   0.17      0.57
28 0.6449609 0.4579335 0.073380925    0.23   0.30      0.47
29 0.5482813 0.1906345 0.065484070    0.30   0.33      0.37
30 0.5483203 0.5255284 0.008018893    0.42   0.07      0.51
31 0.5543750 0.3537088 0.031176455    0.38   0.18      0.44
32 0.7571875 0.3480132 0.121605611    0.14   0.33      0.53
33 0.7801953 0.2064894 0.132808321    0.13   0.37      0.50
34 0.5160156 0.1919316 0.059731200    0.36   0.34      0.30
35 0.4257422 0.3758774 0.011927860    0.49   0.13      0.38
36 0.7972266 0.3650990 0.123176825    0.11   0.30      0.59
37 0.4850000 0.3294739 0.032716655    0.46   0.17      0.37
38 0.6980469 0.5158427 0.041537518    0.28   0.11      0.61
39 0.6259375 0.4274635 0.054738078    0.23   0.25      0.52
40 0.5459766 0.3092795 0.033131086    0.34   0.21      0.45
41 0.5362500 0.3981343 0.027870781    0.31   0.26      0.43
42 0.7178516 0.4108099 0.090787671    0.16   0.31      0.53
43 0.6928125 0.5423552 0.052577606    0.25   0.15      0.60
44 0.5442969 0.4839018 0.001741770    0.45   0.01      0.54
45 0.4809375 0.3812992 0.010745629    0.46   0.09      0.45
46 0.6250781 0.2482532 0.085099608    0.24   0.35      0.41
47 0.5401172 0.4475877 0.034601142    0.41   0.19      0.40
48 0.7359766 0.2448289 0.123572693    0.15   0.40      0.45
49 0.7318359 0.1708608 0.129781032    0.12   0.37      0.51
50 0.6042578 0.2111861 0.082766427    0.25   0.33      0.42
