   prop.aneu  prob.meio    prob.mito euploid mosaic aneuploid
1  0.5836719 0.26697883 0.0756466838    0.28   0.41      0.31
2  0.6692187 0.52730898 0.0631648237    0.26   0.21      0.53
3  0.4859766 0.35212786 0.0337443468    0.39   0.24      0.37
4  0.5991406 0.41170031 0.0379613377    0.33   0.19      0.48
5  0.4976953 0.13128427 0.0621939546    0.30   0.39      0.31
6  0.6956641 0.46427000 0.0592688343    0.21   0.21      0.58
7  0.7355859 0.60062108 0.0515016036    0.18   0.18      0.64
8  0.7805078 0.44305355 0.0961645292    0.14   0.31      0.55
9  0.6000000 0.25772013 0.0667618057    0.30   0.32      0.38
10 0.4431250 0.18069396 0.0395147463    0.46   0.26      0.28
11 0.5741016 0.47275548 0.0326230731    0.32   0.22      0.46
12 0.6644141 0.31879235 0.0842923187    0.18   0.31      0.51
13 0.6407031 0.58947322 0.0002452624    0.36   0.00      0.64
14 0.6430078 0.32902318 0.0691231529    0.17   0.34      0.49
15 0.5656250 0.49449668 0.0111068182    0.39   0.08      0.53
16 0.6224609 0.28541058 0.0703799929    0.26   0.29      0.45
17 0.4567188 0.21392401 0.0454714743    0.46   0.29      0.25
18 0.5343750 0.28095212 0.0523355475    0.38   0.23      0.39
19 0.7724609 0.56769372 0.0826146670    0.19   0.17      0.64
20 0.4001953 0.09482819 0.0437907276    0.51   0.29      0.20
21 0.5189063 0.27353409 0.0500026711    0.30   0.26      0.44
22 0.6325391 0.44273393 0.0324857305    0.31   0.16      0.53
23 0.6398438 0.32141093 0.0723816466    0.24   0.28      0.48
24 0.5923047 0.42313760 0.0290848534    0.32   0.17      0.51
25 0.5530078 0.53755722 0.0256551937    0.43   0.09      0.48
26 0.5380078 0.46619870 0.0280444487    0.42   0.14      0.44
27 0.5338672 0.41787166 0.0241515844    0.37   0.18      0.45
28 0.5244922 0.32754192 0.0318783787    0.38   0.21      0.41
29 0.5038672 0.13131149 0.0600399252    0.36   0.36      0.28
30 0.5630469 0.60048896 0.0009821854    0.43   0.01      0.56
31 0.5691797 0.32085895 0.0473456788    0.29   0.32      0.39
32 0.6679688 0.29378401 0.1017010787    0.17   0.38      0.45
33 0.6700781 0.34979743 0.0828676410    0.15   0.33      0.52
34 0.5502344 0.39152663 0.0457184224    0.31   0.28      0.41
35 0.5091406 0.13175712 0.0706350929    0.41   0.29      0.30
36 0.3182422 0.11304534 0.0294715473    0.58   0.22      0.20
37 0.7249609 0.42002763 0.1003158244    0.17   0.30      0.53
38 0.5351953 0.19520048 0.0642321736    0.33   0.31      0.36
39 0.6375391 0.20642235 0.0792645463    0.26   0.33      0.41
40 0.4632422 0.15963677 0.0553257791    0.27   0.41      0.32
41 0.7464844 0.61576440 0.0581325165    0.20   0.15      0.65
42 0.3879687 0.23318897 0.0213147746    0.53   0.16      0.31
43 0.6379687 0.23444968 0.0905142950    0.22   0.39      0.39
44 0.7406250 0.54256709 0.0756797960    0.18   0.23      0.59
45 0.6174219 0.19486040 0.0924788893    0.27   0.35      0.38
46 0.7051563 0.55557868 0.0521500730    0.15   0.24      0.61
47 0.5545703 0.37735605 0.0224827798    0.38   0.13      0.49
48 0.7083984 0.49829482 0.0776181608    0.15   0.31      0.54
49 0.6902734 0.30934115 0.0906621984    0.21   0.26      0.53
50 0.6743359 0.40302108 0.0627246380    0.18   0.30      0.52
