   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.6623828 0.2729748 0.07925688    0.27   0.26      0.47
2  0.6012109 0.4781323 0.03385675    0.35   0.15      0.50
3  0.5041797 0.3856545 0.03996927    0.43   0.21      0.36
4  0.6489844 0.5077910 0.05150794    0.27   0.22      0.51
5  0.5602734 0.3526950 0.03740494    0.30   0.27      0.43
6  0.5427734 0.3506227 0.04050239    0.34   0.26      0.40
7  0.6623047 0.3364824 0.08531297    0.28   0.27      0.45
8  0.6301562 0.4036794 0.05662239    0.28   0.23      0.49
9  0.5717578 0.4353051 0.02171040    0.33   0.15      0.52
10 0.5544922 0.3908827 0.03024095    0.38   0.16      0.46
