   prop.aneu prob.meio   prob.mito euploid mosaic aneuploid
1  0.5221875 0.4929380 0.021926842    0.43   0.13      0.44
2  0.6087891 0.4854282 0.041681007    0.28   0.22      0.50
3  0.5457422 0.4498267 0.043149848    0.39   0.22      0.39
4  0.6134375 0.3456705 0.063605859    0.31   0.26      0.43
5  0.4037109 0.3927211 0.011659691    0.53   0.10      0.37
6  0.4721484 0.3710706 0.031345993    0.37   0.26      0.37
7  0.4311719 0.3856210 0.007262274    0.50   0.09      0.41
8  0.4931250 0.4090339 0.024805069    0.45   0.13      0.42
9  0.5014453 0.3877407 0.026872289    0.36   0.25      0.39
10 0.5345703 0.2569678 0.056406094    0.32   0.29      0.39
