   prop.aneu prob.meio    prob.mito euploid mosaic aneuploid
1  0.7080078 0.7229724 0.0270534551    0.25   0.11      0.64
2  0.5830469 0.5393251 0.0111169275    0.41   0.03      0.56
3  0.5521875 0.4669288 0.0167478572    0.37   0.13      0.50
4  0.8051172 0.5500493 0.1035598270    0.10   0.25      0.65
5  0.6403906 0.1529638 0.1066130530    0.23   0.37      0.40
6  0.5574219 0.4078031 0.0262331439    0.33   0.18      0.49
7  0.3944141 0.2593616 0.0281229375    0.52   0.21      0.27
8  0.5398437 0.5577099 0.0101430384    0.40   0.09      0.51
9  0.4473437 0.2715837 0.0265661948    0.46   0.19      0.35
10 0.6507812 0.3437015 0.0874885323    0.20   0.36      0.44
11 0.5100391 0.4711650 0.0097004350    0.45   0.07      0.48
12 0.6317187 0.2802791 0.0786783390    0.25   0.36      0.39
13 0.2871875 0.1411148 0.0183467236    0.58   0.21      0.21
14 0.5535156 0.4731700 0.0243510285    0.46   0.07      0.47
15 0.5162109 0.2034777 0.0676757295    0.35   0.31      0.34
16 0.6017969 0.5964874 0.0214762955    0.30   0.14      0.56
17 0.3650391 0.3743492 0.0059333171    0.60   0.06      0.34
18 0.6989844 0.3556474 0.0868495225    0.17   0.32      0.51
19 0.7052344 0.1904708 0.1173904124    0.15   0.38      0.47
20 0.8597266 0.5197603 0.1461233376    0.08   0.32      0.60
21 0.8249219 0.3407683 0.1610701005    0.09   0.36      0.55
22 0.7183203 0.3201891 0.1072374100    0.19   0.21      0.60
23 0.7792969 0.2957521 0.1260030114    0.09   0.36      0.55
24 0.7707031 0.3342884 0.1213102213    0.08   0.37      0.55
25 0.8127734 0.5681639 0.1003588224    0.11   0.24      0.65
26 0.4801953 0.2754290 0.0605911769    0.37   0.33      0.30
27 0.6484766 0.2854120 0.0719912772    0.20   0.32      0.48
28 0.3348437 0.2858525 0.0190838675    0.57   0.17      0.26
29 0.7090234 0.6061945 0.0621238349    0.20   0.21      0.59
30 0.5567188 0.2412745 0.0629250007    0.32   0.30      0.38
31 0.5249609 0.4701756 0.0009860361    0.46   0.02      0.52
32 0.5927734 0.3933952 0.0473328934    0.29   0.26      0.45
33 0.7022266 0.3579126 0.0782259132    0.15   0.33      0.52
34 0.6528516 0.4256588 0.0554158266    0.26   0.21      0.53
35 0.6256641 0.4385616 0.0573044592    0.23   0.31      0.46
36 0.7788672 0.3222219 0.1439174693    0.10   0.38      0.52
37 0.4804688 0.3179899 0.0320917945    0.38   0.26      0.36
38 0.5963281 0.4365642 0.0419743019    0.34   0.19      0.47
39 0.3991406 0.1977764 0.0331351396    0.41   0.32      0.27
40 0.7360937 0.3463016 0.1079428094    0.16   0.33      0.51
41 0.7550000 0.3844858 0.1183070280    0.15   0.32      0.53
42 0.5858594 0.4699444 0.0302963059    0.30   0.22      0.48
43 0.5286719 0.4814502 0.0040107607    0.44   0.05      0.51
44 0.7714844 0.4592014 0.1106632969    0.13   0.22      0.65
45 0.7558203 0.3210588 0.1171337820    0.14   0.31      0.55
46 0.3509375 0.2591241 0.0118945290    0.58   0.10      0.32
47 0.6900391 0.3448846 0.0930070784    0.14   0.38      0.48
48 0.6687109 0.1926029 0.0960072509    0.14   0.35      0.51
49 0.6007813 0.5201161 0.0275755140    0.35   0.13      0.52
50 0.6745313 0.4499270 0.0640107822    0.18   0.31      0.51
