   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5714844 0.3404068 0.04301353    0.32   0.25      0.43
2  0.6333203 0.4225885 0.05484752    0.27   0.22      0.51
3  0.4366406 0.3807913 0.02325664    0.47   0.20      0.33
4  0.4495703 0.4368731 0.01470661    0.45   0.17      0.38
5  0.5783594 0.5613507 0.01523315    0.41   0.07      0.52
6  0.6185938 0.4280343 0.04672911    0.31   0.18      0.51
7  0.5638672 0.4901694 0.02495563    0.36   0.14      0.50
8  0.5971484 0.4388894 0.03166297    0.30   0.18      0.52
9  0.5959766 0.4849514 0.02514142    0.36   0.14      0.50
10 0.6025781 0.4083273 0.05154409    0.34   0.20      0.46
