   prop.aneu   prob.meio   prob.mito euploid mosaic aneuploid
1  0.4684766 0.253247091 0.048326341    0.36   0.33      0.31
2  0.7216797 0.700297112 0.004082667    0.27   0.02      0.71
3  0.3812500 0.329864597 0.003871405    0.63   0.01      0.36
4  0.5486328 0.564584767 0.004924478    0.41   0.06      0.53
5  0.6833594 0.532200329 0.050188883    0.19   0.27      0.54
6  0.7423828 0.345004052 0.117569102    0.11   0.40      0.49
7  0.6740234 0.146188180 0.100859134    0.20   0.39      0.41
8  0.3073828 0.121937230 0.029108384    0.55   0.29      0.16
9  0.5082813 0.167969450 0.059126756    0.29   0.37      0.34
10 0.4732812 0.002155803 0.078688310    0.31   0.46      0.23
11 0.7109766 0.598369933 0.012695695    0.26   0.04      0.70
12 0.3687109 0.409995883 0.001688204    0.61   0.03      0.36
13 0.6126563 0.516232028 0.010547241    0.37   0.06      0.57
14 0.5675000 0.543056044 0.029243620    0.33   0.22      0.45
15 0.7433594 0.243908004 0.126211398    0.14   0.31      0.55
16 0.3502344 0.344800575 0.002038317    0.63   0.03      0.34
17 0.7281250 0.579072698 0.056413385    0.17   0.22      0.61
18 0.5205859 0.450087029 0.028368827    0.40   0.18      0.42
19 0.4103516 0.355782227 0.002217019    0.58   0.02      0.40
20 0.7410156 0.521498574 0.068149321    0.16   0.23      0.61
21 0.7330469 0.668404250 0.043951948    0.20   0.14      0.66
22 0.6108984 0.382006336 0.061082447    0.29   0.26      0.45
23 0.5742578 0.364656171 0.052256792    0.26   0.27      0.47
24 0.5442578 0.194525492 0.067022482    0.23   0.44      0.33
25 0.7023047 0.617818996 0.030960204    0.20   0.16      0.64
26 0.5243750 0.259520396 0.049543196    0.28   0.33      0.39
27 0.2942187 0.151140593 0.021609422    0.53   0.29      0.18
28 0.6632813 0.215601335 0.087204035    0.21   0.33      0.46
29 0.5721094 0.607384227 0.009884386    0.39   0.08      0.53
30 0.5785156 0.370600408 0.032984782    0.34   0.15      0.51
31 0.5972266 0.266426966 0.069787035    0.24   0.39      0.37
32 0.7335938 0.491498772 0.078049787    0.13   0.26      0.61
33 0.6216406 0.191890068 0.091134665    0.27   0.36      0.37
34 0.7480469 0.455907286 0.100778386    0.10   0.31      0.59
35 0.6152344 0.339738308 0.065918385    0.25   0.29      0.46
36 0.4750391 0.088188567 0.078203904    0.39   0.43      0.18
37 0.8168750 0.633743226 0.069079256    0.14   0.18      0.68
38 0.3148437 0.307353020 0.004097761    0.64   0.06      0.30
39 0.7359766 0.494122351 0.091001884    0.14   0.32      0.54
40 0.4101953 0.081641931 0.060443641    0.49   0.37      0.14
41 0.5933203 0.477624594 0.012184221    0.35   0.08      0.57
42 0.7516016 0.329854573 0.109506772    0.12   0.31      0.57
43 0.5128516 0.068980071 0.075131018    0.30   0.46      0.24
44 0.7517969 0.394464430 0.115157902    0.12   0.40      0.48
45 0.3891797 0.326478310 0.005669619    0.55   0.07      0.38
46 0.7609766 0.248763289 0.119741850    0.12   0.32      0.56
47 0.7621875 0.391460106 0.109891192    0.10   0.31      0.59
48 0.5905469 0.097786843 0.091476578    0.22   0.47      0.31
49 0.3010937 0.040146143 0.031841886    0.59   0.25      0.16
50 0.6768750 0.638298750 0.024828625    0.24   0.13      0.63
