   prop.aneu prob.meio   prob.mito euploid mosaic aneuploid
1  0.6859766 0.3372555 0.052738154    0.19   0.22      0.59
2  0.5359375 0.3482900 0.045816674    0.28   0.31      0.41
3  0.7755078 0.3997690 0.095595141    0.14   0.27      0.59
4  0.4702734 0.4798190 0.011379707    0.48   0.09      0.43
5  0.6166406 0.4850957 0.026380303    0.33   0.15      0.52
6  0.6634766 0.2898547 0.079055656    0.18   0.34      0.48
7  0.4228516 0.3612220 0.003934231    0.55   0.03      0.42
8  0.8015625 0.1612285 0.153892004    0.11   0.29      0.60
9  0.7923828 0.4208433 0.136982189    0.12   0.35      0.53
10 0.7361328 0.3427295 0.101788172    0.11   0.34      0.55
11 0.4777734 0.3810526 0.021446823    0.47   0.15      0.38
12 0.7333984 0.5389294 0.066085447    0.16   0.24      0.60
13 0.3879297 0.3132932 0.010137407    0.63   0.03      0.34
14 0.5215625 0.2609820 0.053119057    0.30   0.34      0.36
15 0.4608594 0.2629975 0.035039367    0.35   0.32      0.33
16 0.7412500 0.5618349 0.071699831    0.21   0.20      0.59
17 0.4466797 0.3948570 0.017864631    0.50   0.12      0.38
18 0.4977734 0.3594969 0.053943862    0.35   0.23      0.42
19 0.4749609 0.2511907 0.048526066    0.38   0.30      0.32
20 0.7062500 0.5247416 0.052526202    0.23   0.17      0.60
21 0.4545703 0.1797209 0.049855928    0.38   0.32      0.30
22 0.6075781 0.5477886 0.016315394    0.33   0.13      0.54
23 0.5079687 0.3461605 0.037359931    0.37   0.26      0.37
24 0.7505859 0.3334562 0.109623507    0.12   0.31      0.57
25 0.5340234 0.1523336 0.066778668    0.35   0.35      0.30
26 0.7115234 0.2441514 0.119186334    0.17   0.39      0.44
27 0.3640234 0.1944749 0.019488367    0.55   0.17      0.28
28 0.3671875 0.3976607 0.010167385    0.57   0.10      0.33
29 0.5232422 0.3653013 0.037708700    0.38   0.20      0.42
30 0.6592187 0.5566639 0.027851847    0.30   0.12      0.58
31 0.6977734 0.4054494 0.080110396    0.17   0.27      0.56
32 0.3866406 0.3732614 0.001494014    0.61   0.01      0.38
33 0.3624219 0.2425367 0.014175459    0.55   0.15      0.30
34 0.6380859 0.2533910 0.079980876    0.27   0.33      0.40
35 0.7225000 0.4712675 0.075923392    0.20   0.23      0.57
36 0.4605859 0.4230440 0.012016710    0.48   0.08      0.44
37 0.5794531 0.3761632 0.053633451    0.29   0.30      0.41
38 0.4709766 0.4004110 0.008300707    0.47   0.09      0.44
39 0.4001172 0.3742543 0.006015091    0.55   0.07      0.38
40 0.6482031 0.4042385 0.055250436    0.17   0.28      0.55
41 0.7228516 0.2173121 0.116307794    0.20   0.34      0.46
42 0.5547266 0.2199001 0.069668393    0.37   0.27      0.36
43 0.5882422 0.4656062 0.021677031    0.35   0.12      0.53
44 0.6748828 0.2731583 0.096045259    0.21   0.36      0.43
45 0.5224219 0.3489035 0.030956136    0.38   0.21      0.41
46 0.6958203 0.3399685 0.100486642    0.14   0.33      0.53
47 0.5358594 0.4163837 0.015091577    0.41   0.11      0.48
48 0.7629687 0.4352862 0.120209895    0.12   0.31      0.57
49 0.5389844 0.5503820 0.002691138    0.46   0.01      0.53
50 0.6247266 0.2019705 0.093986490    0.22   0.35      0.43
