   prop.aneu prob.meio   prob.mito euploid mosaic aneuploid
1  0.7430078 0.2917967 0.130115881    0.09   0.36      0.55
2  0.7145703 0.2330366 0.108744706    0.13   0.40      0.47
3  0.7228516 0.4213395 0.085008874    0.16   0.27      0.57
4  0.5346484 0.4432032 0.026705401    0.38   0.15      0.47
5  0.6816406 0.6052671 0.037838325    0.25   0.15      0.60
6  0.6250000 0.3528745 0.039813865    0.30   0.19      0.51
7  0.6627344 0.5571998 0.045949463    0.24   0.16      0.60
8  0.5845703 0.3207164 0.069418861    0.28   0.35      0.37
9  0.6357422 0.4364809 0.045607210    0.28   0.24      0.48
10 0.6528516 0.3318405 0.075056822    0.25   0.31      0.44
11 0.8317187 0.2371928 0.170115742    0.08   0.29      0.63
12 0.7594922 0.3886049 0.121301451    0.14   0.27      0.59
13 0.5138281 0.6001985 0.003714735    0.46   0.04      0.50
14 0.6255078 0.5177311 0.033064297    0.25   0.20      0.55
15 0.6946094 0.5788684 0.060020939    0.19   0.24      0.57
16 0.4014063 0.2964793 0.029695329    0.44   0.29      0.27
17 0.8238672 0.4666548 0.146385629    0.09   0.30      0.61
18 0.4305469 0.1971234 0.043309598    0.44   0.29      0.27
19 0.7694531 0.5151713 0.084272850    0.15   0.23      0.62
20 0.4442969 0.3736722 0.006917145    0.54   0.05      0.41
21 0.7743359 0.2775141 0.138734653    0.11   0.34      0.55
22 0.5441406 0.5907822 0.009470764    0.40   0.05      0.55
23 0.5443750 0.4310964 0.047086380    0.30   0.33      0.37
24 0.6460547 0.4600737 0.051101294    0.16   0.34      0.50
25 0.5224219 0.3813356 0.021424883    0.41   0.14      0.45
26 0.4291016 0.3482354 0.016772801    0.55   0.10      0.35
27 0.6171484 0.4987639 0.036526037    0.36   0.14      0.50
28 0.4199609 0.3679396 0.008798137    0.55   0.06      0.39
29 0.3224609 0.2476990 0.008190921    0.62   0.10      0.28
30 0.7871484 0.3796896 0.119969472    0.12   0.25      0.63
31 0.8135156 0.3366219 0.137666811    0.07   0.38      0.55
32 0.6744531 0.1450461 0.112170468    0.20   0.38      0.42
33 0.5410938 0.4836440 0.005778977    0.45   0.03      0.52
34 0.7740625 0.1307798 0.145004528    0.08   0.39      0.53
35 0.6349219 0.4624882 0.032792530    0.34   0.11      0.55
36 0.5351953 0.3163346 0.045542308    0.32   0.26      0.42
37 0.8060938 0.3345625 0.118508084    0.06   0.34      0.60
38 0.7631250 0.5194226 0.093646098    0.18   0.25      0.57
39 0.4072266 0.3553869 0.006431762    0.59   0.03      0.38
40 0.7144141 0.4051413 0.089534641    0.16   0.33      0.51
41 0.7882422 0.4198289 0.121725389    0.11   0.32      0.57
42 0.7669531 0.3944881 0.089886049    0.09   0.35      0.56
43 0.4689844 0.3543403 0.006888065    0.48   0.07      0.45
44 0.5598437 0.3104297 0.053342327    0.33   0.29      0.38
45 0.7810938 0.5605451 0.080358616    0.15   0.20      0.65
46 0.7560156 0.4564544 0.097320454    0.14   0.30      0.56
47 0.4736719 0.4363029 0.006588596    0.46   0.09      0.45
48 0.3628906 0.2875729 0.010314825    0.57   0.11      0.32
49 0.7935937 0.3342905 0.128030027    0.11   0.35      0.54
50 0.6974219 0.3601407 0.093082354    0.17   0.40      0.43
