   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5661328 0.3712386 0.04761202    0.37   0.22      0.41
2  0.6472266 0.5043461 0.06781396    0.25   0.29      0.46
3  0.5270312 0.3632616 0.04220442    0.34   0.25      0.41
4  0.6901953 0.3964291 0.07063836    0.25   0.25      0.50
5  0.5437109 0.4705464 0.02183195    0.43   0.09      0.48
6  0.5369922 0.3983664 0.03510677    0.42   0.17      0.41
7  0.5654687 0.3036849 0.03614261    0.33   0.16      0.51
8  0.4468750 0.3522394 0.01404994    0.47   0.15      0.38
9  0.6151172 0.3535168 0.05313312    0.26   0.23      0.51
10 0.5645313 0.4034690 0.04925800    0.30   0.27      0.43
