   prop.aneu   prob.meio   prob.mito euploid mosaic aneuploid
1  0.6041797 0.274408199 0.064122777    0.29   0.29      0.42
2  0.7567578 0.537827202 0.068394827    0.20   0.17      0.63
3  0.7239453 0.511636742 0.036253349    0.26   0.11      0.63
4  0.7368359 0.343931386 0.111103785    0.13   0.37      0.50
5  0.7754688 0.218930285 0.138429659    0.11   0.39      0.50
6  0.6604297 0.536178813 0.032518293    0.26   0.16      0.58
7  0.5496875 0.329628347 0.045474780    0.37   0.22      0.41
8  0.7050781 0.604573993 0.057143941    0.23   0.18      0.59
9  0.3596094 0.268418280 0.013721239    0.62   0.11      0.27
10 0.5642187 0.397010840 0.052557186    0.28   0.29      0.43
11 0.6798828 0.543966287 0.043890309    0.24   0.19      0.57
12 0.5089453 0.468076859 0.007706159    0.49   0.04      0.47
13 0.7670313 0.480023294 0.095577008    0.13   0.25      0.62
14 0.5489453 0.230812312 0.064298177    0.36   0.31      0.33
15 0.7324609 0.495686573 0.054395300    0.21   0.16      0.63
16 0.4395703 0.376715983 0.011536598    0.57   0.03      0.40
17 0.3606641 0.222654813 0.017059705    0.58   0.14      0.28
18 0.4865234 0.109854760 0.066396090    0.33   0.37      0.30
19 0.6633984 0.593961705 0.027337783    0.27   0.11      0.62
20 0.5516406 0.373343169 0.045244710    0.34   0.26      0.40
21 0.7155859 0.506721045 0.062860397    0.17   0.25      0.58
22 0.6047656 0.314646576 0.079043173    0.30   0.28      0.42
23 0.7132422 0.006760116 0.143090891    0.14   0.39      0.47
24 0.5875000 0.457037285 0.032141770    0.39   0.14      0.47
25 0.6460156 0.426745939 0.044322034    0.26   0.15      0.59
26 0.6543359 0.596657469 0.022528681    0.27   0.15      0.58
27 0.5939062 0.507925678 0.016222294    0.36   0.09      0.55
28 0.5585938 0.434534892 0.023815305    0.41   0.10      0.49
29 0.3539844 0.322451298 0.005531375    0.61   0.07      0.32
30 0.7036719 0.198953755 0.112274528    0.16   0.35      0.49
31 0.6640625 0.402494210 0.076301032    0.21   0.32      0.47
32 0.7660156 0.434854468 0.101082731    0.11   0.30      0.59
33 0.7114063 0.560457157 0.039568206    0.24   0.14      0.62
34 0.8143359 0.579142615 0.124021312    0.11   0.26      0.63
35 0.6888672 0.567586232 0.059124557    0.21   0.20      0.59
36 0.4075391 0.272650444 0.016334068    0.46   0.21      0.33
37 0.7234375 0.340840444 0.100035593    0.12   0.34      0.54
38 0.8202344 0.417951355 0.139840791    0.10   0.29      0.61
39 0.5231641 0.241071513 0.065819884    0.27   0.37      0.36
40 0.7550000 0.370647446 0.113126084    0.13   0.27      0.60
41 0.5231641 0.361465750 0.030004761    0.35   0.22      0.43
42 0.7962500 0.487452476 0.122446577    0.12   0.33      0.55
43 0.6176563 0.428058652 0.046687883    0.23   0.24      0.53
44 0.6187109 0.527111864 0.024669841    0.29   0.17      0.54
45 0.6405859 0.167085119 0.089493904    0.22   0.34      0.44
46 0.7442188 0.085674851 0.146605469    0.09   0.38      0.53
47 0.6894531 0.561936439 0.056258925    0.27   0.16      0.57
48 0.6710547 0.472229257 0.059316111    0.16   0.29      0.55
49 0.4801172 0.224722090 0.049680886    0.36   0.33      0.31
50 0.5057812 0.343436374 0.031202479    0.34   0.25      0.41
