   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.4758594 0.3559795 0.01875781    0.43   0.14      0.43
2  0.6115234 0.3383121 0.04485126    0.27   0.22      0.51
3  0.4887109 0.3714484 0.02059263    0.46   0.10      0.44
4  0.4602344 0.2602352 0.03873616    0.41   0.28      0.31
5  0.3791797 0.3393736 0.01158759    0.47   0.20      0.33
6  0.5717578 0.3270292 0.05304979    0.35   0.23      0.42
7  0.5011328 0.3561738 0.02885474    0.41   0.17      0.42
8  0.5071875 0.2347383 0.05001518    0.46   0.23      0.31
9  0.4387500 0.2643323 0.03174192    0.51   0.17      0.32
10 0.6548828 0.4624882 0.06006488    0.27   0.23      0.50
