   prop.aneu  prob.meio   prob.mito euploid mosaic aneuploid
1  0.3361328 0.31860954 0.017066609    0.61   0.14      0.25
2  0.5791016 0.47545904 0.033750799    0.29   0.23      0.48
3  0.8209375 0.60722247 0.092339515    0.09   0.26      0.65
4  0.2083594 0.15880746 0.011575969    0.67   0.18      0.15
5  0.3137500 0.27226039 0.013842254    0.57   0.19      0.24
6  0.5581641 0.46641942 0.030288341    0.44   0.11      0.45
7  0.6550000 0.29868164 0.073007798    0.17   0.33      0.50
8  0.6382813 0.47971941 0.041935513    0.27   0.19      0.54
9  0.6340234 0.43750674 0.033964964    0.29   0.19      0.52
10 0.4018750 0.27708533 0.029974983    0.53   0.19      0.28
11 0.6583984 0.56782213 0.020556446    0.27   0.13      0.60
12 0.8051953 0.40355682 0.123574170    0.08   0.27      0.65
13 0.7237891 0.52751476 0.061981332    0.20   0.19      0.61
14 0.8408984 0.60570801 0.123546124    0.06   0.25      0.69
15 0.7119141 0.50495116 0.056035507    0.16   0.26      0.58
16 0.5947656 0.46645827 0.016045563    0.34   0.07      0.59
17 0.4674219 0.35324668 0.040752482    0.41   0.28      0.31
18 0.7821094 0.59935694 0.073478665    0.12   0.22      0.66
19 0.4941406 0.36752112 0.024460354    0.47   0.14      0.39
20 0.7758594 0.42938301 0.070312252    0.12   0.21      0.67
21 0.5427344 0.35367653 0.048889144    0.33   0.28      0.39
22 0.7319531 0.58817153 0.048454098    0.23   0.15      0.62
23 0.8226562 0.63783166 0.088422412    0.06   0.23      0.71
24 0.7560938 0.50626647 0.090609475    0.14   0.25      0.61
25 0.4614844 0.32680965 0.032462569    0.45   0.21      0.34
26 0.7430859 0.58845273 0.057831757    0.17   0.19      0.64
27 0.7111719 0.57483015 0.051999131    0.19   0.20      0.61
28 0.7500781 0.45922951 0.066152567    0.16   0.16      0.68
29 0.6497266 0.51448556 0.028476728    0.31   0.10      0.59
30 0.8287109 0.45942323 0.119668508    0.06   0.24      0.70
31 0.4441406 0.33035927 0.025407844    0.46   0.19      0.35
32 0.8423437 0.54591190 0.122900343    0.06   0.25      0.69
33 0.3578906 0.21908055 0.025829830    0.51   0.25      0.24
34 0.6945313 0.34708460 0.085090206    0.17   0.32      0.51
35 0.8384766 0.45828219 0.134387462    0.10   0.25      0.65
36 0.8142969 0.52402221 0.100685328    0.10   0.25      0.65
37 0.7337891 0.43746667 0.083766832    0.15   0.28      0.57
38 0.7137500 0.43447400 0.072070028    0.19   0.20      0.61
39 0.2555469 0.22467069 0.003448759    0.67   0.09      0.24
40 0.5044922 0.36232039 0.028856203    0.39   0.17      0.44
41 0.7927734 0.30237735 0.127885589    0.09   0.30      0.61
42 0.7026172 0.60777035 0.025313235    0.22   0.15      0.63
43 0.4691406 0.39287142 0.017254338    0.47   0.14      0.39
44 0.4546875 0.08630145 0.060398436    0.44   0.27      0.29
45 0.8355469 0.48622700 0.129061389    0.08   0.24      0.68
46 0.3985938 0.38994979 0.017307262    0.48   0.18      0.34
47 0.3500391 0.23212631 0.020713469    0.54   0.20      0.26
48 0.5410938 0.35603173 0.034277273    0.35   0.23      0.42
49 0.6779297 0.55581265 0.057964819    0.21   0.28      0.51
50 0.7497656 0.45589163 0.080100467    0.15   0.26      0.59
