   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.4564063 0.3047545 0.03353905    0.39   0.25      0.36
2  0.6018359 0.5302567 0.05118568    0.35   0.20      0.45
3  0.5524609 0.3816969 0.04402039    0.29   0.22      0.49
4  0.6005469 0.4243430 0.02929341    0.32   0.17      0.51
5  0.5651563 0.4402031 0.02273529    0.34   0.16      0.50
6  0.4430469 0.3797100 0.01462187    0.45   0.17      0.38
7  0.5660547 0.4119413 0.03872412    0.34   0.19      0.47
8  0.4800391 0.3407192 0.02325554    0.43   0.16      0.41
9  0.5745313 0.3625404 0.03926560    0.32   0.24      0.44
10 0.4717188 0.3671647 0.02263175    0.40   0.19      0.41
