   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.8464453 0.3457366 0.18204269    0.05   0.35      0.60
2  0.5771094 0.3375959 0.05979983    0.32   0.30      0.38
3  0.6075781 0.3969317 0.06822374    0.21   0.33      0.46
4  0.7252734 0.2765751 0.12587830    0.12   0.41      0.47
5  0.7386719 0.3372153 0.12739274    0.13   0.38      0.49
6  0.7223437 0.6063879 0.05404307    0.22   0.18      0.60
7  0.7037109 0.1106125 0.12722961    0.15   0.42      0.43
8  0.4386328 0.2130841 0.04053930    0.42   0.33      0.25
9  0.5500781 0.2565484 0.06682210    0.26   0.40      0.34
10 0.7928516 0.1831183 0.15144764    0.05   0.39      0.56
11 0.7398047 0.5544235 0.06168993    0.21   0.19      0.60
12 0.8198047 0.3773238 0.14021422    0.09   0.32      0.59
13 0.5990625 0.3726161 0.04423308    0.33   0.22      0.45
14 0.4593359 0.2651177 0.03384679    0.48   0.16      0.36
15 0.7734375 0.5998707 0.07970243    0.14   0.25      0.61
16 0.6046875 0.1838743 0.07200399    0.30   0.33      0.37
17 0.7933203 0.3325177 0.14727752    0.09   0.35      0.56
18 0.7231641 0.4662023 0.08213394    0.18   0.26      0.56
19 0.2742188 0.2033203 0.01778009    0.62   0.20      0.18
20 0.4185547 0.1623276 0.05187036    0.39   0.35      0.26
21 0.2630859 0.1664026 0.01684901    0.65   0.16      0.19
22 0.4425391 0.2894735 0.02334346    0.45   0.19      0.36
23 0.5924219 0.3895695 0.04855999    0.33   0.21      0.46
24 0.7053906 0.4242266 0.07776430    0.22   0.27      0.51
25 0.6344141 0.4157336 0.05164475    0.31   0.17      0.52
26 0.7554297 0.5182248 0.06348525    0.12   0.25      0.63
27 0.5365625 0.2289284 0.06141346    0.32   0.36      0.32
28 0.7309375 0.2588673 0.12135448    0.11   0.36      0.53
29 0.6736719 0.2232502 0.09343111    0.19   0.38      0.43
30 0.8354687 0.4180942 0.14136411    0.06   0.29      0.65
31 0.6730078 0.4267734 0.07233971    0.22   0.30      0.48
32 0.5407031 0.1670707 0.06943566    0.35   0.36      0.29
33 0.5441406 0.4609481 0.01936299    0.37   0.13      0.50
34 0.7277734 0.6433142 0.05021349    0.19   0.16      0.65
35 0.8310156 0.1645584 0.18088365    0.06   0.32      0.62
36 0.5982422 0.1580889 0.08451209    0.22   0.41      0.37
37 0.7701172 0.3773904 0.11223299    0.14   0.27      0.59
38 0.7043359 0.6095895 0.05142264    0.23   0.19      0.58
39 0.7408203 0.5199869 0.05553111    0.21   0.14      0.65
40 0.7026953 0.4392233 0.06528530    0.14   0.29      0.57
41 0.5793750 0.3361019 0.05794877    0.27   0.33      0.40
42 0.5740234 0.3060041 0.06937690    0.32   0.31      0.37
43 0.7478906 0.5084185 0.07993634    0.11   0.28      0.61
44 0.5885547 0.4773456 0.02350285    0.34   0.11      0.55
45 0.8287891 0.4428644 0.11691858    0.07   0.28      0.65
46 0.7056250 0.4672359 0.06823949    0.18   0.26      0.56
47 0.7292188 0.3293495 0.10519767    0.12   0.35      0.53
48 0.7341797 0.4353452 0.09432837    0.16   0.31      0.53
49 0.8167578 0.3454715 0.17014101    0.06   0.37      0.57
50 0.7221484 0.2875289 0.10538415    0.19   0.31      0.50
