"","prop.aneu","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","misdiagnosed.rates"
"1",0.0234375,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"2",0.015625,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"3",0.0078125,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"4",0.0078125,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"5",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"6",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"7",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"8",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"9",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"10",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"11",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"12",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"13",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"14",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"15",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"16",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"17",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"18",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"19",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"20",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"21",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"22",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"23",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"24",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"25",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"26",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"27",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"28",0,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"29",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
"30",1,0.483490786748007,0.000950651010498405,0.118763131322339,0.45,0,0.55,0.3
